edge,weight
0-1,116.77
0-2,5682.01
0-3,975.14
0-4,5216.89
0-5,4038.99
0-6,516.83
0-7,1143.11
0-8,464.49
0-9,94.23
1-2,2169.55
1-3,1815.7
1-4,1677.03
1-5,1106.67
1-6,4484.11
1-7,4717.32
1-8,101.45
1-9,102.09
2-3,404.44
2-4,1193.86
2-5,103.3
2-6,101.71
2-7,1073.32
2-8,111.28
2-9,115.49
3-4,896.08
3-5,5329.96
3-6,481.89
3-7,2195.12
3-8,4379.64
3-9,95.95
4-5,1107.11
4-6,5782.66
4-7,1173.83
4-8,5797.88
4-9,929.01
5-6,94.09
5-7,1154.1
5-8,988.58
5-9,1762.8
6-7,4757.34
6-8,1186.03
6-9,4371.94
7-8,83.17
7-9,5003.59
8-9,982.4
