node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,PIPEDA,8,128,tier1_hospital,0.996,critical,50000
1,clinic_001,2000,tier_2,64,local,2,64,tier2_hospital,0.968,standard,20000
2,research_center_002,5000,tier_3,64,HIPAA,32,512,research_center,0.991,critical,50000
3,mobile_unit_003,1000,tier_1,8,PIPEDA,2,32,mobile_unit,0.868,standard,5000
4,edge_device_004,50,tier_2,8,GDPR,1,32,edge_device,0.85,critical,2000
5,hospital_005,10000,tier_1,128,GDPR,16,128,tier1_hospital,0.969,standard,50000
6,clinic_006,1000,tier_2,64,PIPEDA,8,128,tier2_hospital,0.958,standard,10000
7,research_center_007,10000,tier_3,128,GDPR,16,256,research_center,0.998,high,50000
8,mobile_unit_008,500,tier_1,16,HIPAA,1,32,mobile_unit,0.761,critical,2000
9,edge_device_009,500,tier_2,8,GDPR,1,8,edge_device,0.774,high,1000
