node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,national,FedRAMP,Rochester,USA,radiology,1988,private,mayo_clinic,tier1_hospital,north_america,1154,America/Chicago
1,regional,SOC2,Baltimore,USA,oncology,1978,public,johns_hopkins,tier2_hospital,europe,1044,America/New_York
2,international,ISO27001,Palo Alto,USA,cardiology,1962,private,stanford_med,research_center,asia_pacific,552,America/Los_Angeles
3,local,HIPAA_compliant,Boston,USA,neurology,1985,research_grant,mass_general,mobile_unit,south_america,790,America/New_York
4,local,SOC2,Los Angeles,USA,pathology,1963,mixed,ucla_health,edge_device,africa,3683,America/Los_Angeles
5,regional,FedRAMP,London,UK,radiology,2017,private,mayo_clinic,tier1_hospital,north_america,4489,Europe/London
6,national,SOC2,Paris,France,oncology,2014,mixed,johns_hopkins,tier2_hospital,europe,4753,Europe/Paris
7,international,ISO27001,Tokyo,Japan,cardiology,2000,public,stanford_med,research_center,asia_pacific,154,Asia/Tokyo
8,local,HIPAA_compliant,Singapore,Singapore,neurology,1963,research_grant,mass_general,mobile_unit,south_america,769,Asia/Singapore
9,local,FedRAMP,Sydney,Australia,pathology,2011,private,ucla_health,edge_device,africa,3287,Australia/Sydney
