edge,weight
0-1,83.7
0-2,586.38
0-3,4670.08
0-4,587.45
0-5,1192.56
0-6,97.08
0-7,87.7
0-8,82.74
0-9,837.53
1-2,1125.11
1-3,897.88
1-4,96.44
1-5,2218.21
1-6,1007.03
1-7,117.49
1-8,112.04
1-9,1021.09
2-3,2151.09
2-4,1198.69
2-5,98.49
2-6,95.38
2-7,1003.0
2-8,1809.77
2-9,1699.37
3-4,5085.13
3-5,100.26
3-6,1199.87
3-7,1740.37
3-8,5257.8
3-9,1648.35
4-5,880.53
4-6,533.78
4-7,500.9
4-8,2130.91
4-9,100.71
5-6,5611.97
5-7,1810.53
5-8,4512.67
5-9,568.21
6-7,488.68
6-8,1925.68
6-9,5803.08
7-8,5146.29
7-9,488.48
8-9,822.03
