edge,weight
0-1,571.09
0-2,980.21
0-3,433.85
0-4,492.01
0-5,99.4
0-6,2298.09
0-7,402.36
0-8,5820.9
0-9,93.38
1-2,1914.01
1-3,978.33
1-4,1098.15
1-5,112.87
1-6,81.68
1-7,119.25
1-8,1615.33
1-9,988.18
2-3,475.07
2-4,4058.19
2-5,1814.12
2-6,107.43
2-7,897.69
2-8,2070.3
2-9,4102.59
3-4,595.39
3-5,4924.22
3-6,4666.2
3-7,1601.59
3-8,1870.93
3-9,2125.63
4-5,2264.53
4-6,404.69
4-7,87.78
4-8,100.05
4-9,82.34
5-6,5440.09
5-7,4525.48
5-8,97.36
5-9,108.83
6-7,511.28
6-8,1997.39
6-9,401.0
7-8,824.06
7-9,2230.66
8-9,443.23
