activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749431496.7510672,1
aggregation,,False,,,1,GossipAvg,1749431513.2572634,
aggregation,,True,,,1,GossipAvg,1749431513.2572715,
aggregation,,False,,,1,GossipAvg,1749431513.2572794,
model_update,,,,0.968447311893313,1,,1749431522.6170428,
local_training,,,{},,2,,1749431523.1182718,1
aggregation,,False,,,2,GossipAvg,1749431530.0819979,
aggregation,,True,,,2,GossipAvg,1749431530.082006,
aggregation,,False,,,2,GossipAvg,1749431530.0820146,
model_update,,,,1.3227383803594983,2,,1749431538.95364,
local_training,,,{},,3,,1749431539.458598,1
aggregation,,False,,,3,GossipAvg,1749431546.5317135,
aggregation,,True,,,3,GossipAvg,1749431546.5317209,
aggregation,,False,,,3,GossipAvg,1749431546.5317287,
model_update,,,,1.374621470259675,3,,1749431555.5451837,
