node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,HIPAA_compliant,radiology,1957,research_grant,mayo_clinic,tier1_hospital,978
1,international,SOC2,oncology,1963,private,johns_hopkins,tier2_hospital,3303
2,international,FedRAMP,cardiology,1992,private,stanford_med,research_center,1615
3,international,HIPAA_compliant,neurology,1955,public,mass_general,mobile_unit,1523
4,regional,ISO27001,pathology,1973,public,ucla_health,edge_device,913
5,international,FedRAMP,radiology,1999,research_grant,mayo_clinic,tier1_hospital,4504
6,international,SOC2,oncology,2003,research_grant,johns_hopkins,tier2_hospital,1080
7,regional,FedRAMP,cardiology,2015,research_grant,stanford_med,research_center,1462
8,international,HIPAA_compliant,neurology,1999,private,mass_general,mobile_unit,3033
9,national,ISO27001,pathology,1953,research_grant,ucla_health,edge_device,2483
10,local,ISO27001,radiology,2004,public,mayo_clinic,tier1_hospital,4035
11,local,HIPAA_compliant,oncology,1979,mixed,johns_hopkins,tier2_hospital,51
12,international,ISO27001,cardiology,1988,research_grant,stanford_med,research_center,3013
13,national,ISO27001,neurology,1990,mixed,mass_general,mobile_unit,1702
14,national,HIPAA_compliant,pathology,1964,private,ucla_health,edge_device,1863
15,international,ISO27001,radiology,1984,research_grant,mayo_clinic,tier1_hospital,3657
16,national,ISO27001,oncology,2009,research_grant,johns_hopkins,tier2_hospital,3295
17,local,SOC2,cardiology,2018,mixed,stanford_med,research_center,2968
18,national,HIPAA_compliant,neurology,1979,private,mass_general,mobile_unit,2320
19,local,HIPAA_compliant,pathology,2005,private,ucla_health,edge_device,4790
20,regional,ISO27001,radiology,1974,public,mayo_clinic,tier1_hospital,2723
21,local,SOC2,oncology,1985,mixed,johns_hopkins,tier2_hospital,1334
22,regional,HIPAA_compliant,cardiology,2007,research_grant,stanford_med,research_center,4121
23,national,ISO27001,neurology,1962,private,mass_general,mobile_unit,2445
24,regional,ISO27001,pathology,1967,mixed,ucla_health,edge_device,2112
25,local,FedRAMP,radiology,1952,mixed,mayo_clinic,tier1_hospital,4078
26,national,HIPAA_compliant,oncology,1963,mixed,johns_hopkins,tier2_hospital,4056
27,national,ISO27001,cardiology,1983,public,stanford_med,research_center,403
28,national,SOC2,neurology,1993,mixed,mass_general,mobile_unit,3618
29,national,FedRAMP,pathology,1985,private,ucla_health,edge_device,131
