node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,PIPEDA,16,256,tier1_hospital,0.979,standard,20000
1,clinic_001,5000,tier_2,16,GDPR,2,64,tier2_hospital,0.954,high,20000
2,research_center_002,10000,tier_3,256,GDPR,32,1024,research_center,0.994,high,100000
3,mobile_unit_003,100,tier_1,16,HIPAA,1,64,mobile_unit,0.866,high,5000
4,edge_device_004,100,tier_2,2,local,0,32,edge_device,0.886,high,2000
5,hospital_005,2000,tier_1,128,local,4,128,tier1_hospital,0.987,standard,20000
6,clinic_006,1000,tier_2,16,PIPEDA,4,128,tier2_hospital,0.902,standard,5000
7,research_center_007,10000,tier_3,256,PIPEDA,32,256,research_center,0.987,high,100000
8,mobile_unit_008,500,tier_1,16,PIPEDA,1,32,mobile_unit,0.883,high,5000
9,edge_device_009,500,tier_2,8,HIPAA,0,16,edge_device,0.77,high,500
