node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,PIPEDA,4,512,tier1_hospital,0.99,standard,50000
1,clinic_001,5000,tier_2,64,HIPAA,2,64,tier2_hospital,0.904,high,10000
2,research_center_002,5000,tier_3,256,local,16,1024,research_center,0.992,high,20000
3,mobile_unit_003,100,tier_1,16,local,1,32,mobile_unit,0.847,high,1000
4,edge_device_004,50,tier_2,2,PIPEDA,1,8,edge_device,0.894,critical,2000
5,hospital_005,5000,tier_1,32,GDPR,16,256,tier1_hospital,0.961,critical,10000
6,clinic_006,5000,tier_2,16,local,8,256,tier2_hospital,0.966,critical,20000
7,research_center_007,5000,tier_3,128,HIPAA,8,256,research_center,0.997,high,100000
8,mobile_unit_008,1000,tier_1,8,local,2,32,mobile_unit,0.839,standard,2000
9,edge_device_009,500,tier_2,8,GDPR,0,32,edge_device,0.815,high,1000
10,hospital_010,5000,tier_1,128,GDPR,4,256,tier1_hospital,0.972,standard,20000
11,clinic_011,2000,tier_2,32,GDPR,8,256,tier2_hospital,0.942,high,20000
12,research_center_012,5000,tier_3,64,PIPEDA,8,1024,research_center,0.987,high,100000
13,mobile_unit_013,100,tier_1,4,HIPAA,1,32,mobile_unit,0.776,high,2000
14,edge_device_014,500,tier_2,8,local,0,8,edge_device,0.786,standard,2000
15,hospital_015,10000,tier_1,64,local,4,128,tier1_hospital,0.99,standard,10000
16,clinic_016,2000,tier_2,64,GDPR,2,256,tier2_hospital,0.967,standard,20000
17,research_center_017,10000,tier_3,256,HIPAA,16,256,research_center,1.0,high,50000
18,mobile_unit_018,1000,tier_1,4,HIPAA,1,32,mobile_unit,0.834,standard,5000
19,edge_device_019,50,tier_2,4,local,0,16,edge_device,0.846,critical,2000
