node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.053048,-92.476329,north_america,America/Chicago
1,Baltimore,USA,39.295917,-76.61587,europe,America/New_York
2,Palo Alto,USA,37.44274,-122.163559,asia_pacific,America/Los_Angeles
3,Boston,USA,42.322024,-71.0309,south_america,America/New_York
4,Los Angeles,USA,34.08682,-118.226238,africa,America/Los_Angeles
5,London,UK,51.496073,-0.170794,north_america,Europe/London
6,Paris,France,48.872497,2.313047,europe,Europe/Paris
7,Tokyo,Japan,35.706068,139.645362,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.322357,103.847345,south_america,Asia/Singapore
9,Sydney,Australia,-33.916656,151.221602,africa,Australia/Sydney
10,Rochester,USA,44.035075,-92.456238,north_america,America/Chicago
11,Baltimore,USA,39.333636,-76.650732,europe,America/New_York
12,Palo Alto,USA,37.403757,-122.129306,asia_pacific,America/Los_Angeles
13,Boston,USA,42.403533,-71.092199,south_america,America/New_York
14,Los Angeles,USA,34.084433,-118.23148,africa,America/Los_Angeles
