param_summary,round_num,source_node,strategy_name,target_node,timestamp,transfer_type
"{'norm': 3.321375846862793, 'mean': 0.00670546805486083, 'std': 0.1127963662147522}",1,0,,1,1749407578.8866847,parameter_transfer
"{'norm': 3.320007562637329, 'mean': 0.0066386628895998, 'std': 0.11275368183851242}",1,1,,0,1749407578.8867395,parameter_transfer
"{'norm': 3.320556879043579, 'mean': 0.006601357366889715, 'std': 0.11277460306882858}",1,2,,1,1749407578.8867571,parameter_transfer
"{'norm': 3.322404623031616, 'mean': 0.006688150577247143, 'std': 0.1128324493765831}",1,3,,2,1749407578.8867717,parameter_transfer
"{'norm': 3.321875810623169, 'mean': 0.006708919070661068, 'std': 0.11281319707632065}",1,4,,3,1749407578.886785,parameter_transfer
"{'norm': 3.3213274478912354, 'mean': 0.0066836741752922535, 'std': 0.11279600858688354}",1,5,,4,1749407578.8867993,parameter_transfer
"{'norm': 3.321371078491211, 'mean': 0.006703850347548723, 'std': 0.11279629915952682}",1,6,,5,1749407578.8868134,parameter_transfer
,1,1,GossipAvg,0,1749407578.8868337,aggregation
,1,0,GossipAvg,1,1749407578.886847,aggregation
,1,1,GossipAvg,2,1749407578.8868551,aggregation
,1,2,GossipAvg,3,1749407578.886862,aggregation
,1,3,GossipAvg,4,1749407578.8868678,aggregation
,1,4,GossipAvg,5,1749407578.8868732,aggregation
,1,5,GossipAvg,6,1749407578.8868794,aggregation
"{'norm': 3.3206422328948975, 'mean': 0.006690546404570341, 'std': 0.11277224868535995}",2,0,,1,1749407603.7732592,parameter_transfer
"{'norm': 3.32080078125, 'mean': 0.00665828213095665, 'std': 0.11277956515550613}",2,1,,0,1749407603.7733037,parameter_transfer
"{'norm': 3.32220196723938, 'mean': 0.0066989450715482235, 'std': 0.11282490938901901}",2,2,,1,1749407603.7733228,parameter_transfer
"{'norm': 3.3210384845733643, 'mean': 0.006693934556096792, 'std': 0.11278555542230606}",2,3,,2,1749407603.773338,parameter_transfer
"{'norm': 3.320899724960327, 'mean': 0.006682234816253185, 'std': 0.11278151720762253}",2,4,,3,1749407603.7733521,parameter_transfer
"{'norm': 3.3207647800445557, 'mean': 0.006678864359855652, 'std': 0.11277711391448975}",2,5,,4,1749407603.7733657,parameter_transfer
"{'norm': 3.3210818767547607, 'mean': 0.00667194090783596, 'std': 0.11278833448886871}",2,6,,5,1749407603.7733786,parameter_transfer
,2,1,GossipAvg,0,1749407603.7733943,aggregation
,2,0,GossipAvg,1,1749407603.7734046,aggregation
,2,1,GossipAvg,2,1749407603.773411,aggregation
,2,2,GossipAvg,3,1749407603.7734175,aggregation
,2,3,GossipAvg,4,1749407603.7734244,aggregation
,2,4,GossipAvg,5,1749407603.7734313,aggregation
,2,5,GossipAvg,6,1749407603.7734373,aggregation
"{'norm': 3.3201160430908203, 'mean': 0.006676880177110434, 'std': 0.11275512725114822}",3,0,,1,1749407628.264127,parameter_transfer
"{'norm': 3.3191893100738525, 'mean': 0.006681774277240038, 'std': 0.11272326111793518}",3,1,,0,1749407628.2641673,parameter_transfer
"{'norm': 3.322833776473999, 'mean': 0.00669398857280612, 'std': 0.1128467321395874}",3,2,,1,1749407628.2641833,parameter_transfer
"{'norm': 3.321169137954712, 'mean': 0.006697266362607479, 'std': 0.11278980225324631}",3,3,,2,1749407628.2641978,parameter_transfer
"{'norm': 3.3218777179718018, 'mean': 0.006690785754472017, 'std': 0.11281434446573257}",3,4,,3,1749407628.2642117,parameter_transfer
"{'norm': 3.3212316036224365, 'mean': 0.006699472665786743, 'std': 0.11279181391000748}",3,5,,4,1749407628.2642243,parameter_transfer
"{'norm': 3.3209497928619385, 'mean': 0.006673487834632397, 'std': 0.11278374493122101}",3,6,,5,1749407628.2642372,parameter_transfer
,3,1,GossipAvg,0,1749407628.2642527,aggregation
,3,0,GossipAvg,1,1749407628.264263,aggregation
,3,1,GossipAvg,2,1749407628.2642705,aggregation
,3,2,GossipAvg,3,1749407628.2642767,aggregation
,3,3,GossipAvg,4,1749407628.2642827,aggregation
,3,4,GossipAvg,5,1749407628.264288,aggregation
,3,5,GossipAvg,6,1749407628.264294,aggregation
