node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,ISO27001,radiology,2017,private,mayo_clinic,tier1_hospital,2120
1,regional,FedRAMP,oncology,2019,public,johns_hopkins,tier2_hospital,1614
2,national,SOC2,cardiology,1960,research_grant,stanford_med,research_center,1460
3,national,HIPAA_compliant,neurology,1982,public,mass_general,mobile_unit,4790
4,national,HIPAA_compliant,pathology,1978,research_grant,ucla_health,edge_device,4132
5,national,ISO27001,radiology,1996,research_grant,mayo_clinic,tier1_hospital,1084
6,international,FedRAMP,oncology,1971,mixed,johns_hopkins,tier2_hospital,3722
7,regional,FedRAMP,cardiology,2000,mixed,stanford_med,research_center,3592
8,national,ISO27001,neurology,1969,private,mass_general,mobile_unit,180
9,international,HIPAA_compliant,pathology,1972,private,ucla_health,edge_device,4791
10,international,ISO27001,radiology,1983,private,mayo_clinic,tier1_hospital,968
11,international,SOC2,oncology,1963,research_grant,johns_hopkins,tier2_hospital,1059
12,regional,SOC2,cardiology,2020,mixed,stanford_med,research_center,2028
13,international,ISO27001,neurology,1976,mixed,mass_general,mobile_unit,824
14,international,HIPAA_compliant,pathology,1957,public,ucla_health,edge_device,3726
15,local,FedRAMP,radiology,2008,public,mayo_clinic,tier1_hospital,3998
16,local,ISO27001,oncology,1966,private,johns_hopkins,tier2_hospital,315
17,national,FedRAMP,cardiology,1957,research_grant,stanford_med,research_center,4856
18,international,FedRAMP,neurology,1995,research_grant,mass_general,mobile_unit,935
19,regional,SOC2,pathology,2011,research_grant,ucla_health,edge_device,2063
