edge,weight
0-1,596.3
0-2,4083.2
0-3,866.37
0-4,521.65
0-5,1938.58
0-6,931.41
0-7,80.42
0-8,954.99
0-9,405.34
1-2,579.84
1-3,1966.88
1-4,5270.78
1-5,5087.38
1-6,1139.14
1-7,2318.14
1-8,1634.81
1-9,1079.46
2-3,104.53
2-4,107.57
2-5,409.33
2-6,5466.53
2-7,2255.16
2-8,95.26
2-9,897.75
3-4,506.29
3-5,98.37
3-6,111.13
3-7,2060.37
3-8,100.36
3-9,115.93
4-5,5238.02
4-6,1896.39
4-7,546.5
4-8,1050.12
4-9,113.93
5-6,595.38
5-7,5241.51
5-8,88.81
5-9,4693.84
6-7,111.86
6-8,593.47
6-9,116.19
7-8,5436.39
7-9,2153.66
8-9,82.3
