node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,GDPR,4,256,tier1_hospital,0.964,standard,10000
1,clinic_001,1000,tier_2,32,HIPAA,4,64,tier2_hospital,0.953,standard,5000
2,research_center_002,20000,tier_3,128,local,16,512,research_center,0.995,critical,20000
3,mobile_unit_003,100,tier_1,4,GDPR,2,32,mobile_unit,0.785,standard,2000
4,edge_device_004,50,tier_2,8,PIPEDA,0,32,edge_device,0.824,high,1000
5,hospital_005,10000,tier_1,128,GDPR,16,128,tier1_hospital,0.97,standard,10000
6,clinic_006,2000,tier_2,16,GDPR,4,256,tier2_hospital,0.929,high,20000
7,research_center_007,20000,tier_3,256,PIPEDA,16,1024,research_center,0.983,standard,20000
8,mobile_unit_008,100,tier_1,8,GDPR,1,32,mobile_unit,0.845,high,5000
9,edge_device_009,100,tier_2,8,HIPAA,0,32,edge_device,0.723,high,2000
