node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,HIPAA,8,512,tier1_hospital,0.989,standard,20000
1,clinic_001,5000,tier_2,16,local,8,128,tier2_hospital,0.91,critical,5000
2,research_center_002,5000,tier_3,64,HIPAA,16,512,research_center,0.987,critical,50000
3,mobile_unit_003,1000,tier_1,4,PIPEDA,2,16,mobile_unit,0.849,standard,5000
4,edge_device_004,500,tier_2,8,PIPEDA,0,8,edge_device,0.792,critical,2000
5,hospital_005,5000,tier_1,32,HIPAA,16,128,tier1_hospital,0.97,high,20000
6,clinic_006,2000,tier_2,32,local,2,64,tier2_hospital,0.977,critical,20000
7,research_center_007,5000,tier_3,128,local,16,1024,research_center,0.999,critical,50000
8,mobile_unit_008,500,tier_1,4,HIPAA,2,16,mobile_unit,0.815,high,2000
9,edge_device_009,50,tier_2,2,HIPAA,0,32,edge_device,0.888,standard,2000
