node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,GDPR,8,256,tier1_hospital,0.995,standard,10000
1,clinic_001,5000,tier_2,16,HIPAA,2,128,tier2_hospital,0.906,standard,20000
2,research_center_002,20000,tier_3,64,GDPR,8,256,research_center,0.982,standard,20000
3,mobile_unit_003,500,tier_1,8,HIPAA,1,16,mobile_unit,0.866,critical,1000
4,edge_device_004,50,tier_2,4,local,1,16,edge_device,0.72,high,500
5,hospital_005,2000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.991,high,50000
6,clinic_006,5000,tier_2,64,GDPR,4,256,tier2_hospital,0.969,high,5000
7,research_center_007,10000,tier_3,256,local,8,512,research_center,0.994,high,100000
8,mobile_unit_008,1000,tier_1,4,PIPEDA,2,32,mobile_unit,0.786,critical,2000
9,edge_device_009,100,tier_2,4,PIPEDA,0,32,edge_device,0.857,critical,500
