node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,GDPR,4,128,tier1_hospital,0.968,critical,10000
1,clinic_001,2000,tier_2,64,PIPEDA,2,128,tier2_hospital,0.904,standard,20000
2,research_center_002,5000,tier_3,128,GDPR,32,512,research_center,0.981,standard,50000
3,mobile_unit_003,1000,tier_1,8,PIPEDA,1,16,mobile_unit,0.862,standard,5000
4,edge_device_004,500,tier_2,2,local,0,16,edge_device,0.763,standard,1000
5,hospital_005,10000,tier_1,128,HIPAA,4,512,tier1_hospital,0.984,critical,50000
6,clinic_006,2000,tier_2,32,local,4,256,tier2_hospital,0.914,standard,5000
7,research_center_007,20000,tier_3,128,local,16,512,research_center,0.992,standard,20000
8,mobile_unit_008,500,tier_1,4,HIPAA,1,16,mobile_unit,0.896,critical,2000
9,edge_device_009,50,tier_2,8,local,1,32,edge_device,0.74,critical,2000
