node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,international,ISO27001,Rochester,USA,radiology,1979,research_grant,mayo_clinic,tier1_hospital,north_america,1059,America/Chicago
1,local,ISO27001,Baltimore,USA,oncology,1978,mixed,johns_hopkins,tier2_hospital,europe,4122,America/New_York
2,local,FedRAMP,Palo Alto,USA,cardiology,1971,research_grant,stanford_med,research_center,asia_pacific,4164,America/Los_Angeles
3,international,FedRAMP,Boston,USA,neurology,2018,research_grant,mass_general,mobile_unit,south_america,4832,America/New_York
4,local,ISO27001,Los Angeles,USA,pathology,1987,public,ucla_health,edge_device,africa,1454,America/Los_Angeles
5,local,FedRAMP,London,UK,radiology,1997,public,mayo_clinic,tier1_hospital,north_america,126,Europe/London
6,local,HIPAA_compliant,Paris,France,oncology,1998,public,johns_hopkins,tier2_hospital,europe,4212,Europe/Paris
7,national,SOC2,Tokyo,Japan,cardiology,2020,mixed,stanford_med,research_center,asia_pacific,4125,Asia/Tokyo
8,national,SOC2,Singapore,Singapore,neurology,1954,research_grant,mass_general,mobile_unit,south_america,4299,Asia/Singapore
9,international,SOC2,Sydney,Australia,pathology,1964,private,ucla_health,edge_device,africa,2748,Australia/Sydney
