node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,FedRAMP,radiology,1951,public,mayo_clinic,tier1_hospital,1256
1,national,ISO27001,oncology,1974,research_grant,johns_hopkins,tier2_hospital,1453
2,national,FedRAMP,cardiology,1992,mixed,stanford_med,research_center,1894
3,regional,HIPAA_compliant,neurology,1950,public,mass_general,mobile_unit,4766
4,local,HIPAA_compliant,pathology,2020,mixed,ucla_health,edge_device,209
5,international,FedRAMP,radiology,1986,private,mayo_clinic,tier1_hospital,3246
6,local,HIPAA_compliant,oncology,1984,research_grant,johns_hopkins,tier2_hospital,1357
7,international,FedRAMP,cardiology,1956,private,stanford_med,research_center,3607
8,local,HIPAA_compliant,neurology,1961,research_grant,mass_general,mobile_unit,1932
9,national,SOC2,pathology,1987,research_grant,ucla_health,edge_device,2592
