node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.97329,-92.468129,north_america,America/Chicago
1,Baltimore,USA,39.305565,-76.648654,europe,America/New_York
2,Palo Alto,USA,37.474608,-122.157417,asia_pacific,America/Los_Angeles
3,Boston,USA,42.322273,-71.105191,south_america,America/New_York
4,Los Angeles,USA,34.061644,-118.205754,africa,America/Los_Angeles
5,London,UK,51.554531,-0.148209,north_america,Europe/London
6,Paris,France,48.81989,2.34035,europe,Europe/Paris
7,Tokyo,Japan,35.688066,139.622579,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.33849,103.83087,south_america,Asia/Singapore
9,Sydney,Australia,-33.88771,151.211857,africa,Australia/Sydney
