node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,GDPR,16,512,tier1_hospital,0.974,critical,10000
1,clinic_001,2000,tier_2,64,local,4,256,tier2_hospital,0.928,high,10000
2,research_center_002,10000,tier_3,64,local,32,256,research_center,0.989,high,100000
3,mobile_unit_003,500,tier_1,8,HIPAA,1,16,mobile_unit,0.884,standard,5000
4,edge_device_004,100,tier_2,2,HIPAA,0,16,edge_device,0.793,critical,2000
5,hospital_005,5000,tier_1,128,HIPAA,4,512,tier1_hospital,0.968,standard,50000
6,clinic_006,1000,tier_2,16,local,2,128,tier2_hospital,0.907,critical,20000
7,research_center_007,10000,tier_3,64,GDPR,16,256,research_center,0.982,standard,50000
8,mobile_unit_008,1000,tier_1,16,HIPAA,2,32,mobile_unit,0.771,standard,1000
9,edge_device_009,500,tier_2,2,local,1,8,edge_device,0.733,high,2000
