round_num,node_0,node_1,node_2,node_3,node_4
1,3.3149216175079346,3.326108694076538,3.2493655681610107,3.2493655681610107,3.306180477142334
2,3.2659952640533447,3.266433000564575,3.2974534034729004,3.2659952640533447,3.2765815258026123
3,3.2796859741210938,3.284853935241699,3.262028694152832,3.289957284927368,3.262028694152832
4,3.272176742553711,3.261223316192627,3.272594451904297,3.261223316192627,3.2932839393615723
5,3.292482852935791,3.2645647525787354,3.2963314056396484,3.2645647525787354,3.2698042392730713
6,3.26888108253479,3.2857964038848877,3.2750580310821533,3.2760698795318604,3.26888108253479
7,3.288471221923828,3.3089590072631836,3.261664390563965,3.268132209777832,3.268132209777832
8,3.293790578842163,3.2935516834259033,3.273374319076538,3.273374319076538,3.292726755142212
9,3.2776169776916504,3.2938759326934814,3.2949206829071045,3.2888762950897217,3.2776169776916504
10,3.278609275817871,3.278609275817871,3.2818713188171387,3.299863576889038,3.306736707687378
