node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,HIPAA_compliant,radiology,1989,mixed,mayo_clinic,tier1_hospital,1863
1,national,ISO27001,oncology,2011,research_grant,johns_hopkins,tier2_hospital,1171
2,local,SOC2,cardiology,1963,public,stanford_med,research_center,4161
3,national,ISO27001,neurology,1977,private,mass_general,mobile_unit,3649
4,international,FedRAMP,pathology,1995,public,ucla_health,edge_device,4230
5,local,HIPAA_compliant,radiology,1989,private,mayo_clinic,tier1_hospital,543
6,regional,SOC2,oncology,2018,mixed,johns_hopkins,tier2_hospital,288
7,regional,FedRAMP,cardiology,1990,private,stanford_med,research_center,1234
8,international,HIPAA_compliant,neurology,2018,public,mass_general,mobile_unit,4999
9,international,HIPAA_compliant,pathology,2016,private,ucla_health,edge_device,201
10,local,FedRAMP,radiology,1953,private,mayo_clinic,tier1_hospital,4376
11,international,HIPAA_compliant,oncology,1950,mixed,johns_hopkins,tier2_hospital,4828
12,national,FedRAMP,cardiology,1964,private,stanford_med,research_center,4654
13,regional,SOC2,neurology,1969,public,mass_general,mobile_unit,2309
14,local,ISO27001,pathology,2000,private,ucla_health,edge_device,109
15,local,HIPAA_compliant,radiology,1955,private,mayo_clinic,tier1_hospital,4876
16,national,FedRAMP,oncology,1966,research_grant,johns_hopkins,tier2_hospital,415
17,international,HIPAA_compliant,cardiology,1981,private,stanford_med,research_center,4346
18,international,SOC2,neurology,2008,private,mass_general,mobile_unit,1011
19,regional,ISO27001,pathology,2013,private,ucla_health,edge_device,4938
