node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,GDPR,4,512,tier1_hospital,0.979,high,10000
1,clinic_001,5000,tier_2,32,PIPEDA,2,128,tier2_hospital,0.912,critical,5000
2,research_center_002,20000,tier_3,64,local,32,512,research_center,0.984,critical,100000
3,mobile_unit_003,500,tier_1,8,HIPAA,2,32,mobile_unit,0.783,standard,1000
4,edge_device_004,100,tier_2,2,PIPEDA,0,32,edge_device,0.852,critical,2000
5,hospital_005,2000,tier_1,64,PIPEDA,16,512,tier1_hospital,0.973,standard,20000
6,clinic_006,1000,tier_2,64,local,2,256,tier2_hospital,0.963,standard,5000
7,research_center_007,5000,tier_3,256,HIPAA,32,256,research_center,0.99,standard,20000
8,mobile_unit_008,1000,tier_1,8,local,2,16,mobile_unit,0.863,critical,2000
9,edge_device_009,500,tier_2,8,local,1,32,edge_device,0.832,high,500
