node_id,latitude,longitude
0,44.00893,-92.519501
1,39.25092,-76.651895
2,37.415589,-122.147943
3,42.398549,-71.03669
4,34.073754,-118.215964
5,51.557101,-0.174066
6,48.821001,2.359402
7,35.69302,139.617073
8,1.324706,103.840061
9,-33.913006,151.24972
10,44.048273,-92.463093
11,39.337366,-76.61077
12,37.454181,-122.109651
13,42.393938,-71.0211
14,34.024253,-118.208084
15,51.548079,-0.170351
16,48.818627,2.339795
17,35.66965,139.614329
18,1.349361,103.854813
19,-33.878127,151.216278
