node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,SOC2,radiology,1995,public,mayo_clinic,tier1_hospital,1520
1,regional,FedRAMP,oncology,1997,private,johns_hopkins,tier2_hospital,1015
2,local,FedRAMP,cardiology,1958,research_grant,stanford_med,research_center,4992
3,national,FedRAMP,neurology,1976,private,mass_general,mobile_unit,1834
4,international,SOC2,pathology,1960,public,ucla_health,edge_device,1251
5,local,ISO27001,radiology,2018,research_grant,mayo_clinic,tier1_hospital,3182
6,local,FedRAMP,oncology,1956,private,johns_hopkins,tier2_hospital,4071
7,international,HIPAA_compliant,cardiology,1982,mixed,stanford_med,research_center,4397
8,international,SOC2,neurology,1992,private,mass_general,mobile_unit,3993
9,regional,ISO27001,pathology,1965,research_grant,ucla_health,edge_device,4608
10,national,SOC2,radiology,1989,public,mayo_clinic,tier1_hospital,3881
11,regional,HIPAA_compliant,oncology,1958,public,johns_hopkins,tier2_hospital,3107
12,local,FedRAMP,cardiology,1962,public,stanford_med,research_center,267
13,regional,SOC2,neurology,1966,private,mass_general,mobile_unit,3251
14,local,ISO27001,pathology,1980,research_grant,ucla_health,edge_device,1770
15,national,ISO27001,radiology,1957,mixed,mayo_clinic,tier1_hospital,3163
16,regional,FedRAMP,oncology,1984,private,johns_hopkins,tier2_hospital,4466
17,international,SOC2,cardiology,2004,private,stanford_med,research_center,3091
18,international,HIPAA_compliant,neurology,1983,mixed,mass_general,mobile_unit,2048
19,national,FedRAMP,pathology,1975,research_grant,ucla_health,edge_device,1979
