node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,HIPAA,8,128,tier1_hospital,0.983,critical,50000
1,clinic_001,1000,tier_2,64,local,4,64,tier2_hospital,0.94,critical,20000
2,research_center_002,20000,tier_3,256,PIPEDA,32,512,research_center,0.995,high,100000
3,mobile_unit_003,1000,tier_1,8,HIPAA,1,64,mobile_unit,0.78,critical,2000
4,edge_device_004,100,tier_2,2,HIPAA,0,16,edge_device,0.774,standard,1000
5,hospital_005,5000,tier_1,32,HIPAA,8,512,tier1_hospital,0.976,critical,50000
6,clinic_006,5000,tier_2,32,GDPR,8,128,tier2_hospital,0.967,critical,5000
7,research_center_007,5000,tier_3,256,GDPR,8,512,research_center,0.989,high,50000
8,mobile_unit_008,500,tier_1,4,GDPR,2,16,mobile_unit,0.776,high,5000
9,edge_device_009,100,tier_2,2,HIPAA,0,8,edge_device,0.819,standard,500
10,hospital_010,5000,tier_1,64,local,8,512,tier1_hospital,0.962,critical,10000
11,clinic_011,1000,tier_2,16,GDPR,8,256,tier2_hospital,0.949,standard,10000
12,research_center_012,10000,tier_3,256,HIPAA,16,256,research_center,0.985,high,50000
13,mobile_unit_013,100,tier_1,4,PIPEDA,2,64,mobile_unit,0.767,standard,1000
14,edge_device_014,50,tier_2,8,HIPAA,1,32,edge_device,0.889,high,500
15,hospital_015,2000,tier_1,64,HIPAA,4,512,tier1_hospital,0.959,standard,20000
16,clinic_016,5000,tier_2,64,HIPAA,2,128,tier2_hospital,0.951,high,20000
17,research_center_017,5000,tier_3,256,PIPEDA,8,1024,research_center,0.998,critical,50000
18,mobile_unit_018,1000,tier_1,4,GDPR,1,16,mobile_unit,0.885,critical,5000
19,edge_device_019,100,tier_2,2,HIPAA,0,16,edge_device,0.815,critical,500
