node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,PIPEDA,16,128,tier1_hospital,0.975,high,10000
1,clinic_001,5000,tier_2,64,HIPAA,2,64,tier2_hospital,0.948,standard,5000
2,research_center_002,5000,tier_3,64,PIPEDA,32,512,research_center,0.992,high,100000
3,mobile_unit_003,500,tier_1,8,HIPAA,2,16,mobile_unit,0.757,standard,2000
4,edge_device_004,100,tier_2,4,HIPAA,1,16,edge_device,0.85,critical,500
5,hospital_005,5000,tier_1,32,GDPR,4,512,tier1_hospital,0.96,critical,50000
6,clinic_006,2000,tier_2,32,PIPEDA,4,64,tier2_hospital,0.957,high,10000
7,research_center_007,5000,tier_3,256,local,16,1024,research_center,0.998,standard,20000
8,mobile_unit_008,100,tier_1,8,GDPR,1,64,mobile_unit,0.866,standard,1000
9,edge_device_009,100,tier_2,2,local,0,16,edge_device,0.77,critical,2000
10,hospital_010,5000,tier_1,64,local,4,512,tier1_hospital,0.961,high,10000
11,clinic_011,2000,tier_2,32,PIPEDA,4,128,tier2_hospital,0.906,high,10000
12,research_center_012,10000,tier_3,256,GDPR,32,1024,research_center,0.986,high,100000
13,mobile_unit_013,500,tier_1,8,HIPAA,2,32,mobile_unit,0.884,standard,2000
14,edge_device_014,100,tier_2,2,GDPR,1,32,edge_device,0.835,standard,1000
15,hospital_015,2000,tier_1,64,local,8,512,tier1_hospital,0.964,standard,20000
16,clinic_016,2000,tier_2,32,GDPR,8,256,tier2_hospital,0.926,critical,5000
17,research_center_017,20000,tier_3,128,HIPAA,16,256,research_center,0.987,critical,20000
18,mobile_unit_018,1000,tier_1,8,GDPR,2,64,mobile_unit,0.805,critical,1000
19,edge_device_019,100,tier_2,8,GDPR,0,16,edge_device,0.821,standard,500
20,hospital_020,5000,tier_1,128,local,8,512,tier1_hospital,0.974,critical,50000
21,clinic_021,2000,tier_2,64,PIPEDA,8,64,tier2_hospital,0.93,critical,10000
22,research_center_022,10000,tier_3,64,GDPR,32,1024,research_center,0.983,critical,20000
23,mobile_unit_023,500,tier_1,4,HIPAA,2,16,mobile_unit,0.893,critical,1000
24,edge_device_024,500,tier_2,8,HIPAA,1,32,edge_device,0.779,high,1000
25,hospital_025,2000,tier_1,128,local,4,512,tier1_hospital,0.974,standard,10000
26,clinic_026,5000,tier_2,64,local,2,128,tier2_hospital,0.961,standard,5000
27,research_center_027,10000,tier_3,128,PIPEDA,8,256,research_center,0.992,critical,20000
28,mobile_unit_028,1000,tier_1,4,local,1,64,mobile_unit,0.891,standard,2000
29,edge_device_029,500,tier_2,8,local,1,16,edge_device,0.756,critical,500
