timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753378000.1418927,1,20,"[3, 16, 12, 9, 18, 8, 11, 17, 15, 13, 14, 19, 10, 1, 0, 4]",16,0.8,0.8,"{3: 1.0, 16: 1.0, 12: 1.0, 9: 1.0, 18: 1.0, 8: 1.0, 11: 1.0, 17: 1.0, 15: 1.0, 13: 1.0, 14: 1.0, 19: 1.0, 10: 1.0, 1: 1.0, 0: 1.0, 4: 1.0}",,,
1753378022.2608562,2,20,"[3, 10, 19, 7, 14, 11, 4, 15, 8, 13, 9, 16, 17, 6, 2, 5]",16,0.8,0.8,"{3: 1.0, 10: 1.0, 19: 1.0, 7: 1.0, 14: 1.0, 11: 1.0, 4: 1.0, 15: 1.0, 8: 1.0, 13: 1.0, 9: 1.0, 16: 1.0, 17: 1.0, 6: 1.0, 2: 1.0, 5: 1.0}",,,
1753378043.853536,3,20,"[18, 17, 14, 8, 7, 3, 13, 10, 16, 4, 12, 15, 5, 1, 9, 19]",16,0.8,0.8,"{18: 1.0, 17: 1.0, 14: 1.0, 8: 1.0, 7: 1.0, 3: 1.0, 13: 1.0, 10: 1.0, 16: 1.0, 4: 1.0, 12: 1.0, 15: 1.0, 5: 1.0, 1: 1.0, 9: 1.0, 19: 1.0}",,,
1753378049.318097,4,20,"[13, 5, 19, 10, 17, 15, 6, 1, 2, 8, 12, 9, 7, 0, 3, 18]",16,0.8,0.8,"{13: 1.0, 5: 1.0, 19: 1.0, 10: 1.0, 17: 1.0, 15: 1.0, 6: 1.0, 1: 1.0, 2: 1.0, 8: 1.0, 12: 1.0, 9: 1.0, 7: 1.0, 0: 1.0, 3: 1.0, 18: 1.0}",,,
1753378054.9358978,5,20,"[14, 13, 9, 18, 10, 11, 8, 1, 19, 5, 7, 3, 12, 17, 6, 2]",16,0.8,0.8,"{14: 1.0, 13: 1.0, 9: 1.0, 18: 1.0, 10: 1.0, 11: 1.0, 8: 1.0, 1: 1.0, 19: 1.0, 5: 1.0, 7: 1.0, 3: 1.0, 12: 1.0, 17: 1.0, 6: 1.0, 2: 1.0}",,,
1753378060.4937363,6,20,"[17, 13, 18, 14, 6, 0, 19, 7, 4, 1, 2, 3, 11, 12, 10, 15]",16,0.8,0.8,"{17: 1.0, 13: 1.0, 18: 1.0, 14: 1.0, 6: 1.0, 0: 1.0, 19: 1.0, 7: 1.0, 4: 1.0, 1: 1.0, 2: 1.0, 3: 1.0, 11: 1.0, 12: 1.0, 10: 1.0, 15: 1.0}",,,
1753378066.2409954,7,20,"[6, 2, 16, 15, 9, 1, 17, 3, 10, 8, 19, 0, 18, 14, 12, 4]",16,0.8,0.8,"{6: 1.0, 2: 1.0, 16: 1.0, 15: 1.0, 9: 1.0, 1: 1.0, 17: 1.0, 3: 1.0, 10: 1.0, 8: 1.0, 19: 1.0, 0: 1.0, 18: 1.0, 14: 1.0, 12: 1.0, 4: 1.0}",,,
1753378071.897432,8,20,"[15, 0, 14, 1, 3, 16, 4, 11, 17, 6, 7, 19, 2, 13, 9, 8]",16,0.8,0.8,"{15: 1.0, 0: 1.0, 14: 1.0, 1: 1.0, 3: 1.0, 16: 1.0, 4: 1.0, 11: 1.0, 17: 1.0, 6: 1.0, 7: 1.0, 19: 1.0, 2: 1.0, 13: 1.0, 9: 1.0, 8: 1.0}",,,
1753378077.5794296,9,20,"[14, 2, 10, 0, 6, 8, 9, 12, 17, 16, 4, 11, 5, 18, 13, 15]",16,0.8,0.8,"{14: 1.0, 2: 1.0, 10: 1.0, 0: 1.0, 6: 1.0, 8: 1.0, 9: 1.0, 12: 1.0, 17: 1.0, 16: 1.0, 4: 1.0, 11: 1.0, 5: 1.0, 18: 1.0, 13: 1.0, 15: 1.0}",,,
1753378083.2244475,10,20,"[4, 7, 5, 6, 11, 18, 8, 17, 15, 16, 14, 9, 1, 0, 13, 19]",16,0.8,0.8,"{4: 1.0, 7: 1.0, 5: 1.0, 6: 1.0, 11: 1.0, 18: 1.0, 8: 1.0, 17: 1.0, 15: 1.0, 16: 1.0, 14: 1.0, 9: 1.0, 1: 1.0, 0: 1.0, 13: 1.0, 19: 1.0}",,,
