node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,SOC2,radiology,1998,research_grant,mayo_clinic,tier1_hospital,2386
1,national,FedRAMP,oncology,1954,private,johns_hopkins,tier2_hospital,1852
2,international,ISO27001,cardiology,1959,public,stanford_med,research_center,3918
3,national,HIPAA_compliant,neurology,2009,public,mass_general,mobile_unit,3359
4,international,HIPAA_compliant,pathology,2020,public,ucla_health,edge_device,541
5,local,HIPAA_compliant,radiology,1959,public,mayo_clinic,tier1_hospital,566
6,national,SOC2,oncology,2002,public,johns_hopkins,tier2_hospital,3391
7,international,SOC2,cardiology,1964,research_grant,stanford_med,research_center,1954
8,national,ISO27001,neurology,1969,research_grant,mass_general,mobile_unit,1088
9,local,SOC2,pathology,2003,public,ucla_health,edge_device,4590
