node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,PIPEDA,4,512,tier1_hospital,0.99,high,20000
1,clinic_001,1000,tier_2,64,PIPEDA,2,64,tier2_hospital,0.904,high,20000
2,research_center_002,5000,tier_3,256,PIPEDA,32,256,research_center,0.991,standard,100000
3,mobile_unit_003,1000,tier_1,16,HIPAA,2,32,mobile_unit,0.893,high,2000
4,edge_device_004,50,tier_2,4,HIPAA,0,8,edge_device,0.713,high,2000
5,hospital_005,5000,tier_1,128,local,16,256,tier1_hospital,0.975,standard,50000
6,clinic_006,1000,tier_2,16,HIPAA,2,128,tier2_hospital,0.975,high,10000
7,research_center_007,10000,tier_3,64,GDPR,16,512,research_center,0.993,critical,100000
8,mobile_unit_008,1000,tier_1,4,HIPAA,1,32,mobile_unit,0.843,standard,5000
9,edge_device_009,100,tier_2,4,GDPR,0,8,edge_device,0.775,critical,1000
10,hospital_010,2000,tier_1,128,HIPAA,16,256,tier1_hospital,0.954,critical,20000
11,clinic_011,1000,tier_2,16,PIPEDA,4,64,tier2_hospital,0.92,standard,5000
12,research_center_012,5000,tier_3,128,HIPAA,8,1024,research_center,0.995,standard,100000
13,mobile_unit_013,500,tier_1,8,PIPEDA,1,64,mobile_unit,0.875,high,1000
14,edge_device_014,100,tier_2,8,local,0,16,edge_device,0.706,high,2000
