node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,PIPEDA,8,512,tier1_hospital,0.988,critical,20000
1,clinic_001,1000,tier_2,64,GDPR,8,128,tier2_hospital,0.907,high,20000
2,research_center_002,20000,tier_3,128,GDPR,8,512,research_center,0.982,standard,50000
3,mobile_unit_003,500,tier_1,16,HIPAA,2,32,mobile_unit,0.838,standard,5000
4,edge_device_004,100,tier_2,4,GDPR,0,8,edge_device,0.786,standard,1000
5,hospital_005,10000,tier_1,64,local,8,128,tier1_hospital,0.99,critical,50000
6,clinic_006,1000,tier_2,16,local,8,256,tier2_hospital,0.972,critical,10000
7,research_center_007,20000,tier_3,64,GDPR,16,1024,research_center,0.981,high,20000
8,mobile_unit_008,1000,tier_1,4,GDPR,2,16,mobile_unit,0.826,critical,1000
9,edge_device_009,500,tier_2,2,GDPR,0,16,edge_device,0.817,high,500
10,hospital_010,2000,tier_1,128,local,8,512,tier1_hospital,0.967,high,50000
11,clinic_011,2000,tier_2,32,PIPEDA,4,256,tier2_hospital,0.932,standard,5000
12,research_center_012,5000,tier_3,64,HIPAA,32,1024,research_center,0.991,standard,20000
13,mobile_unit_013,1000,tier_1,4,PIPEDA,1,32,mobile_unit,0.768,high,1000
14,edge_device_014,100,tier_2,2,PIPEDA,1,8,edge_device,0.732,critical,2000
