node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,local,8,256,tier1_hospital,0.976,high,20000
1,clinic_001,5000,tier_2,16,HIPAA,2,256,tier2_hospital,0.972,standard,20000
2,research_center_002,5000,tier_3,256,HIPAA,8,256,research_center,0.983,high,50000
3,mobile_unit_003,100,tier_1,4,PIPEDA,1,64,mobile_unit,0.862,high,5000
4,edge_device_004,100,tier_2,2,local,1,8,edge_device,0.8,critical,500
5,hospital_005,10000,tier_1,32,PIPEDA,16,128,tier1_hospital,0.994,standard,50000
6,clinic_006,1000,tier_2,64,GDPR,2,128,tier2_hospital,0.96,standard,10000
7,research_center_007,5000,tier_3,64,HIPAA,32,512,research_center,0.993,high,100000
8,mobile_unit_008,100,tier_1,16,local,1,32,mobile_unit,0.825,standard,2000
9,edge_device_009,100,tier_2,8,PIPEDA,0,8,edge_device,0.803,high,1000
