node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,regional,ISO27001,Rochester,USA,radiology,1983,public,mayo_clinic,tier1_hospital,north_america,4202,America/Chicago
1,national,FedRAMP,Baltimore,USA,oncology,1956,public,johns_hopkins,tier2_hospital,europe,443,America/New_York
2,regional,FedRAMP,Palo Alto,USA,cardiology,1957,public,stanford_med,research_center,asia_pacific,3166,America/Los_Angeles
3,local,HIPAA_compliant,Boston,USA,neurology,1992,mixed,mass_general,mobile_unit,south_america,3008,America/New_York
4,international,ISO27001,Los Angeles,USA,pathology,1983,private,ucla_health,edge_device,africa,3542,America/Los_Angeles
5,local,FedRAMP,London,UK,radiology,1956,private,mayo_clinic,tier1_hospital,north_america,4786,Europe/London
6,local,ISO27001,Paris,France,oncology,1972,mixed,johns_hopkins,tier2_hospital,europe,4724,Europe/Paris
7,national,ISO27001,Tokyo,Japan,cardiology,2003,public,stanford_med,research_center,asia_pacific,3747,Asia/Tokyo
8,local,FedRAMP,Singapore,Singapore,neurology,1979,mixed,mass_general,mobile_unit,south_america,2181,Asia/Singapore
9,local,HIPAA_compliant,Sydney,Australia,pathology,1965,mixed,ucla_health,edge_device,africa,4157,Australia/Sydney
