node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,HIPAA,4,256,tier1_hospital,0.997,high,10000
1,clinic_001,5000,tier_2,64,local,8,256,tier2_hospital,0.965,critical,20000
2,research_center_002,20000,tier_3,64,HIPAA,32,512,research_center,0.996,standard,20000
3,mobile_unit_003,100,tier_1,8,PIPEDA,2,16,mobile_unit,0.756,high,2000
4,edge_device_004,50,tier_2,2,local,0,16,edge_device,0.837,critical,500
5,hospital_005,2000,tier_1,128,HIPAA,4,128,tier1_hospital,0.975,standard,10000
6,clinic_006,5000,tier_2,64,HIPAA,4,128,tier2_hospital,0.96,critical,20000
7,research_center_007,10000,tier_3,128,GDPR,16,256,research_center,0.984,standard,100000
8,mobile_unit_008,500,tier_1,4,HIPAA,2,32,mobile_unit,0.819,critical,1000
9,edge_device_009,50,tier_2,4,HIPAA,0,16,edge_device,0.778,standard,500
