node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,regional,FedRAMP,Rochester,USA,radiology,2013,mixed,mayo_clinic,tier1_hospital,north_america,2549,America/Chicago
1,national,ISO27001,Baltimore,USA,oncology,1999,public,johns_hopkins,tier2_hospital,europe,2870,America/New_York
2,national,ISO27001,Palo Alto,USA,cardiology,2017,mixed,stanford_med,research_center,asia_pacific,4798,America/Los_Angeles
3,local,ISO27001,Boston,USA,neurology,1994,public,mass_general,mobile_unit,south_america,817,America/New_York
4,national,ISO27001,Los Angeles,USA,pathology,1985,private,ucla_health,edge_device,africa,1932,America/Los_Angeles
5,international,HIPAA_compliant,London,UK,radiology,1994,research_grant,mayo_clinic,tier1_hospital,north_america,3396,Europe/London
6,local,HIPAA_compliant,Paris,France,oncology,1999,research_grant,johns_hopkins,tier2_hospital,europe,4530,Europe/Paris
7,regional,ISO27001,Tokyo,Japan,cardiology,1984,public,stanford_med,research_center,asia_pacific,3119,Asia/Tokyo
8,international,ISO27001,Singapore,Singapore,neurology,1970,research_grant,mass_general,mobile_unit,south_america,3745,Asia/Singapore
9,regional,HIPAA_compliant,Sydney,Australia,pathology,1986,private,ucla_health,edge_device,africa,275,Australia/Sydney
