round_num,node_0,node_1,node_2,node_3,node_4
1,3.4037907123565674,3.410963296890259,3.4037907123565674,3.4037907123565674,3.4224557876586914
2,3.430527448654175,3.4052889347076416,3.4037725925445557,3.403961420059204,3.404449462890625
3,3.405543565750122,3.4034109115600586,3.437068223953247,3.4486184120178223,3.4040117263793945
4,3.4325034618377686,3.4166829586029053,3.420006036758423,3.4191970825195312,3.414546251296997
5,3.4196724891662598,3.432065010070801,3.4176955223083496,3.4212207794189453,3.4171948432922363
6,3.4200072288513184,3.4368271827697754,3.418771266937256,3.4517645835876465,3.419119358062744
7,3.428311824798584,3.4259192943573,3.432777166366577,3.4322621822357178,3.428471565246582
8,3.427774429321289,3.446733236312866,3.4367668628692627,3.42893385887146,3.428244113922119
9,3.4316861629486084,3.453244924545288,3.430907964706421,3.43058180809021,3.4480574131011963
10,3.435145616531372,3.4385533332824707,3.4484126567840576,3.4369442462921143,3.4384889602661133
