timestamp,round_num,total_communication_bytes,total_computation_time,total_clients_involved,sampled_clients_count,round_completion_time,resource_efficiency_score,communication_savings_percent,time_per_client
1753383723.4700303,1,52255520,0,10,6,26.134263277053833,0.0038263944516010555,40.0,4.355710546175639
1753383743.8929775,2,52255520,0,10,6,20.298778533935547,0.004926404799816883,40.0,3.3831297556559243
1753383763.425269,3,52255520,0,10,6,19.413026571273804,0.005491158197750581,40.0,3.235504428545634
1753383784.3581007,4,52255520,0,10,6,20.821106672286987,0.004807621495606363,40.0,3.4701844453811646
1753383791.1065946,5,52255520,0,10,6,6.6273322105407715,0.022135603790417156,40.0,1.104555368423462
1753383797.9697468,6,52255520,0,10,6,6.7391886711120605,0.021961100545294262,40.0,1.12319811185201
1753383804.6431057,7,52255520,0,10,6,6.540186882019043,0.022002429379445524,40.0,1.0900311470031738
1753383811.663422,8,52255520,0,10,6,6.886618614196777,0.0218539763026435,40.0,1.1477697690327961
1753383818.2317917,9,52255520,0,10,6,6.427459716796875,0.016460624361987513,40.0,1.0712432861328125
1753383824.9468246,10,52255520,0,10,6,6.573324680328369,0.024325589831052163,40.0,1.0955541133880615
