node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,GDPR,4,256,tier1_hospital,0.984,standard,20000
1,clinic_001,1000,tier_2,32,HIPAA,4,128,tier2_hospital,0.973,high,10000
2,research_center_002,5000,tier_3,128,GDPR,16,512,research_center,0.986,standard,100000
3,mobile_unit_003,100,tier_1,8,local,2,64,mobile_unit,0.796,critical,5000
4,edge_device_004,100,tier_2,4,PIPEDA,1,8,edge_device,0.712,standard,2000
5,hospital_005,10000,tier_1,128,HIPAA,4,512,tier1_hospital,0.971,critical,20000
6,clinic_006,1000,tier_2,64,PIPEDA,4,128,tier2_hospital,0.944,critical,5000
7,research_center_007,20000,tier_3,256,HIPAA,8,512,research_center,0.986,standard,100000
8,mobile_unit_008,500,tier_1,8,GDPR,1,64,mobile_unit,0.811,critical,5000
9,edge_device_009,500,tier_2,4,HIPAA,1,8,edge_device,0.845,high,500
