node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,SOC2,radiology,1985,research_grant,mayo_clinic,tier1_hospital,4274
1,local,HIPAA_compliant,oncology,1977,mixed,johns_hopkins,tier2_hospital,1418
2,regional,ISO27001,cardiology,1995,private,stanford_med,research_center,2311
3,national,FedRAMP,neurology,1959,public,mass_general,mobile_unit,2955
4,local,SOC2,pathology,1990,private,ucla_health,edge_device,511
5,local,SOC2,radiology,1999,public,mayo_clinic,tier1_hospital,4964
6,local,SOC2,oncology,2010,research_grant,johns_hopkins,tier2_hospital,2547
7,regional,FedRAMP,cardiology,2016,public,stanford_med,research_center,3419
8,national,SOC2,neurology,1978,mixed,mass_general,mobile_unit,63
9,national,SOC2,pathology,1955,public,ucla_health,edge_device,1585
10,international,SOC2,radiology,1973,private,mayo_clinic,tier1_hospital,920
11,local,HIPAA_compliant,oncology,1994,mixed,johns_hopkins,tier2_hospital,906
12,local,SOC2,cardiology,2002,mixed,stanford_med,research_center,545
13,international,SOC2,neurology,2003,public,mass_general,mobile_unit,3842
14,international,ISO27001,pathology,1983,mixed,ucla_health,edge_device,1721
