node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,local,ISO27001,Rochester,USA,radiology,2012,private,mayo_clinic,tier1_hospital,north_america,3475,America/Chicago
1,national,HIPAA_compliant,Baltimore,USA,oncology,1979,mixed,johns_hopkins,tier2_hospital,europe,3599,America/New_York
2,local,SOC2,Palo Alto,USA,cardiology,2008,mixed,stanford_med,research_center,asia_pacific,2799,America/Los_Angeles
3,international,SOC2,Boston,USA,neurology,1998,mixed,mass_general,mobile_unit,south_america,4968,America/New_York
4,national,SOC2,Los Angeles,USA,pathology,1956,public,ucla_health,edge_device,africa,87,America/Los_Angeles
5,local,SOC2,London,UK,radiology,2002,research_grant,mayo_clinic,tier1_hospital,north_america,818,Europe/London
6,regional,ISO27001,Paris,France,oncology,2020,mixed,johns_hopkins,tier2_hospital,europe,3657,Europe/Paris
7,regional,SOC2,Tokyo,Japan,cardiology,1960,public,stanford_med,research_center,asia_pacific,4484,Asia/Tokyo
8,international,ISO27001,Singapore,Singapore,neurology,1957,public,mass_general,mobile_unit,south_america,1161,Asia/Singapore
9,local,FedRAMP,Sydney,Australia,pathology,1950,research_grant,ucla_health,edge_device,africa,3507,Australia/Sydney
10,national,FedRAMP,Rochester,USA,radiology,1988,research_grant,mayo_clinic,tier1_hospital,north_america,106,America/Chicago
11,regional,ISO27001,Baltimore,USA,oncology,2002,public,johns_hopkins,tier2_hospital,europe,1887,America/New_York
12,international,FedRAMP,Palo Alto,USA,cardiology,2008,private,stanford_med,research_center,asia_pacific,3551,America/Los_Angeles
13,national,ISO27001,Boston,USA,neurology,1984,public,mass_general,mobile_unit,south_america,2547,America/New_York
14,national,SOC2,Los Angeles,USA,pathology,1962,private,ucla_health,edge_device,africa,232,America/Los_Angeles
15,international,ISO27001,London,UK,radiology,2014,private,mayo_clinic,tier1_hospital,north_america,286,Europe/London
16,local,ISO27001,Paris,France,oncology,2012,public,johns_hopkins,tier2_hospital,europe,1237,Europe/Paris
17,regional,HIPAA_compliant,Tokyo,Japan,cardiology,2000,mixed,stanford_med,research_center,asia_pacific,2621,Asia/Tokyo
18,regional,FedRAMP,Singapore,Singapore,neurology,1971,public,mass_general,mobile_unit,south_america,129,Asia/Singapore
19,international,HIPAA_compliant,Sydney,Australia,pathology,1960,research_grant,ucla_health,edge_device,africa,4281,Australia/Sydney
