node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,16,128,tier1_hospital,0.992,high,20000
1,clinic_001,2000,tier_2,64,HIPAA,2,64,tier2_hospital,0.921,critical,10000
2,research_center_002,20000,tier_3,256,HIPAA,32,1024,research_center,0.99,high,50000
3,mobile_unit_003,100,tier_1,8,GDPR,1,16,mobile_unit,0.867,critical,1000
4,edge_device_004,500,tier_2,8,PIPEDA,0,32,edge_device,0.73,high,2000
5,hospital_005,10000,tier_1,32,GDPR,4,512,tier1_hospital,0.97,high,20000
6,clinic_006,1000,tier_2,16,GDPR,8,256,tier2_hospital,0.929,critical,10000
7,research_center_007,5000,tier_3,64,local,32,1024,research_center,0.994,high,50000
8,mobile_unit_008,500,tier_1,4,GDPR,1,64,mobile_unit,0.837,critical,5000
9,edge_device_009,100,tier_2,8,GDPR,1,16,edge_device,0.883,high,500
10,hospital_010,5000,tier_1,32,PIPEDA,4,512,tier1_hospital,0.966,standard,10000
11,clinic_011,1000,tier_2,16,HIPAA,8,64,tier2_hospital,0.978,critical,10000
12,research_center_012,5000,tier_3,256,GDPR,16,1024,research_center,0.992,high,20000
13,mobile_unit_013,1000,tier_1,8,HIPAA,2,32,mobile_unit,0.796,high,5000
14,edge_device_014,500,tier_2,8,PIPEDA,0,8,edge_device,0.881,standard,1000
15,hospital_015,2000,tier_1,32,local,4,256,tier1_hospital,0.966,standard,50000
16,clinic_016,1000,tier_2,32,HIPAA,8,64,tier2_hospital,0.921,standard,10000
17,research_center_017,5000,tier_3,256,GDPR,16,512,research_center,0.983,standard,100000
18,mobile_unit_018,100,tier_1,16,PIPEDA,1,32,mobile_unit,0.762,standard,1000
19,edge_device_019,500,tier_2,4,local,1,8,edge_device,0.833,high,1000
