node_id,latitude,longitude
0,44.021513,-92.478778
1,39.280399,-76.639671
2,37.442116,-122.096909
3,42.352551,-71.097064
4,34.032006,-118.231612
5,51.486208,-0.088041
6,48.897758,2.323591
7,35.703846,139.626289
8,1.332279,103.84948
9,-33.842794,151.258053
10,44.051068,-92.504824
11,39.305966,-76.630513
12,37.437068,-122.111117
13,42.406435,-71.071395
14,34.019558,-118.279374
15,51.464046,-0.109152
16,48.818527,2.358803
17,35.647338,139.655142
18,1.362221,103.865932
19,-33.883248,151.182142
