node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,HIPAA,8,128,tier1_hospital,0.99,high,20000
1,clinic_001,5000,tier_2,16,PIPEDA,4,256,tier2_hospital,0.958,standard,10000
2,research_center_002,5000,tier_3,128,GDPR,32,1024,research_center,0.99,high,100000
3,mobile_unit_003,500,tier_1,4,PIPEDA,1,32,mobile_unit,0.878,high,5000
4,edge_device_004,500,tier_2,8,PIPEDA,1,8,edge_device,0.732,high,2000
5,hospital_005,2000,tier_1,32,GDPR,4,128,tier1_hospital,0.954,standard,50000
6,clinic_006,1000,tier_2,16,HIPAA,2,256,tier2_hospital,0.914,critical,5000
7,research_center_007,5000,tier_3,128,GDPR,32,512,research_center,0.996,critical,20000
8,mobile_unit_008,1000,tier_1,8,local,1,64,mobile_unit,0.754,high,5000
9,edge_device_009,50,tier_2,2,PIPEDA,1,32,edge_device,0.701,standard,500
10,hospital_010,5000,tier_1,64,local,16,128,tier1_hospital,0.989,critical,10000
11,clinic_011,1000,tier_2,64,local,8,128,tier2_hospital,0.933,critical,5000
12,research_center_012,20000,tier_3,128,HIPAA,16,1024,research_center,0.994,critical,50000
13,mobile_unit_013,100,tier_1,8,GDPR,1,64,mobile_unit,0.783,standard,2000
14,edge_device_014,100,tier_2,4,PIPEDA,0,8,edge_device,0.879,high,2000
