accuracy,active_nodes,actual_client_rate,actual_data_rate,aggregator_node,avg_bandwidth_mbps,batches_processed,client_sampling_rate,communication_savings_percent,computation_type,current_epoch,data_sampling_rates,epochs_completed,event_type,loss,metrics,network_density,node_id,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_sampled_clients,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,resource_efficiency_score,round_completion_time,round_num,sampled_clients,sampled_clients_count,sampled_data_points,samples_processed,source_nodes,step_name,strategy_name,target_nodes,throughput_samples_per_sec,time_per_client,time_taken,timestamp,topology_type,total_clients,total_clients_involved,total_communication_bytes,total_computation_time,total_cpu_cores,total_data_points,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,,,2710.0,,,,,,,,NetworkStructureEvent,,,1.0,,"{'tier1_hospital': 1, 'tier2_hospital': 1, 'research_center': 1, 'mobile_unit': 1, 'edge_device': 1}",,5,,,,,,5,,,,,,0,,,,,,network_structure,,,,,,1753389680.1814373,complete,,,,,276,,10,,40,592,
,,,,,,,,,,,,,InitialStateEvent,,,,,,,5,,,,,,,,,,,,0,,,,,,initial_state,,,,,,1753389680.1816292,complete,,,,,,,,,,,
0.0851,,,,,,,,,,,,,EvaluationEvent,2.3664442478179932,"{'loss': 2.3664442478179932, 'accuracy': 0.0851}",,,,,,,,,,,,,,,,,0,,,,,,evaluation,,,,,,1753389683.8383973,,,,,,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,1,,,,,,local_training,,,,,,1753389683.8386047,,,,,,,,,3,,,
,,0.6,,,,,0.6,,,,"{4: 1.0, 1: 1.0, 0: 1.0}",,SamplingEvent,,,,,,,,,3,,,,,,,,,,1,"[4, 1, 0]",,,,,resource_sampling,,,,,,1753389683.8387792,,5,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,1,,,,0,,resource_computation_time,,,,,15.285100221633911,1753389699.1237779,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{0: {'norm': 3.2997732162475586, 'mean': -0.009710900485515594, 'std': 0.11183976382017136}}",,,,1,,,,,0,parameter_transfer,,"1,2,3,4",,,,1753389699.2250407,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{1: {'norm': 3.7127633094787598, 'mean': -0.013728932477533817, 'std': 0.12556244432926178}}",,,,1,,,,,1,parameter_transfer,,"0,2,3,4",,,,1753389699.2251706,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{2: {'norm': 3.2805449962615967, 'mean': -0.009492618031799793, 'std': 0.11120198667049408}}",,,,1,,,,,2,parameter_transfer,,"0,1,3,4",,,,1753389699.2252426,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{3: {'norm': 3.2805449962615967, 'mean': -0.009492618031799793, 'std': 0.11120198667049408}}",,,,1,,,,,3,parameter_transfer,,"0,1,2,4",,,,1753389699.225289,,,,,,,,,,,,
