round_num,node_0,node_1,node_2,node_3,node_4
1,3.2997732162475586,3.7127633094787598,3.2805449962615967,3.2805449962615967,3.7201569080352783
2,3.7075610160827637,3.3891708850860596,3.3602020740509033,4.16533899307251,4.147421836853027
3,4.1607584953308105,3.6715919971466064,4.225566387176514,4.62677526473999,3.8000011444091797
4,4.018406391143799,4.6415181159973145,4.096517562866211,4.934946060180664,4.714890003204346
5,4.86671781539917,5.0805864334106445,4.546253681182861,4.618589401245117,5.08150577545166
6,4.810110569000244,5.314759254455566,4.769920349121094,5.357132434844971,5.321411609649658
7,5.101250648498535,5.589139461517334,5.445043087005615,5.812710762023926,5.183267593383789
8,5.683481693267822,5.458518981933594,5.720909118652344,5.889340400695801,5.382288932800293
9,5.896227836608887,5.589413642883301,5.620820045471191,6.020850658416748,5.868566036224365
10,6.065688610076904,5.771317481994629,6.057344436645508,5.8440842628479,6.120455741882324
