node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,HIPAA_compliant,radiology,1955,public,mayo_clinic,tier1_hospital,2838
1,national,ISO27001,oncology,2016,private,johns_hopkins,tier2_hospital,1463
2,national,HIPAA_compliant,cardiology,1982,research_grant,stanford_med,research_center,290
3,regional,FedRAMP,neurology,1964,private,mass_general,mobile_unit,54
4,local,ISO27001,pathology,1985,public,ucla_health,edge_device,4504
5,regional,FedRAMP,radiology,1961,research_grant,mayo_clinic,tier1_hospital,2267
6,local,HIPAA_compliant,oncology,1971,mixed,johns_hopkins,tier2_hospital,3729
7,national,FedRAMP,cardiology,1955,mixed,stanford_med,research_center,4906
8,national,ISO27001,neurology,1997,private,mass_general,mobile_unit,187
9,national,HIPAA_compliant,pathology,2009,public,ucla_health,edge_device,1628
10,international,FedRAMP,radiology,1990,research_grant,mayo_clinic,tier1_hospital,2260
11,international,SOC2,oncology,1982,research_grant,johns_hopkins,tier2_hospital,1812
12,international,HIPAA_compliant,cardiology,2000,mixed,stanford_med,research_center,3826
13,national,FedRAMP,neurology,1954,mixed,mass_general,mobile_unit,4754
14,local,SOC2,pathology,2011,mixed,ucla_health,edge_device,624
