node_id,latitude,longitude
0,43.994302,-92.456477
1,39.278844,-76.585205
2,37.426501,-122.166853
3,42.328723,-71.019063
4,34.09612,-118.249366
5,51.530701,-0.121287
6,48.814851,2.332681
7,35.719902,139.668444
8,1.360068,103.866148
9,-33.866413,151.229905
10,43.987191,-92.429024
11,39.298919,-76.633034
12,37.484221,-122.121558
13,42.341031,-71.081865
14,34.007479,-118.243442
15,51.507453,-0.101606
16,48.836913,2.395912
17,35.646514,139.669236
18,1.330059,103.860232
19,-33.840958,151.219403
