node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,national,SOC2,Rochester,USA,radiology,1997,public,mayo_clinic,tier1_hospital,north_america,3796,America/Chicago
1,local,SOC2,Baltimore,USA,oncology,2012,mixed,johns_hopkins,tier2_hospital,europe,235,America/New_York
2,national,ISO27001,Palo Alto,USA,cardiology,1963,research_grant,stanford_med,research_center,asia_pacific,1317,America/Los_Angeles
3,local,FedRAMP,Boston,USA,neurology,1991,public,mass_general,mobile_unit,south_america,4821,America/New_York
4,national,FedRAMP,Los Angeles,USA,pathology,1974,private,ucla_health,edge_device,africa,213,America/Los_Angeles
5,local,SOC2,London,UK,radiology,2005,private,mayo_clinic,tier1_hospital,north_america,4679,Europe/London
6,regional,ISO27001,Paris,France,oncology,1982,research_grant,johns_hopkins,tier2_hospital,europe,4443,Europe/Paris
7,international,HIPAA_compliant,Tokyo,Japan,cardiology,1989,mixed,stanford_med,research_center,asia_pacific,3468,Asia/Tokyo
8,local,SOC2,Singapore,Singapore,neurology,2017,mixed,mass_general,mobile_unit,south_america,432,Asia/Singapore
9,international,ISO27001,Sydney,Australia,pathology,2006,mixed,ucla_health,edge_device,africa,1083,Australia/Sydney
