node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,HIPAA,8,512,tier1_hospital,0.997,high,10000
1,clinic_001,5000,tier_2,16,GDPR,4,256,tier2_hospital,0.906,critical,20000
2,research_center_002,10000,tier_3,64,GDPR,8,512,research_center,0.996,high,50000
3,mobile_unit_003,500,tier_1,4,local,2,16,mobile_unit,0.855,high,5000
4,edge_device_004,50,tier_2,8,GDPR,0,8,edge_device,0.767,high,2000
5,hospital_005,5000,tier_1,64,GDPR,8,128,tier1_hospital,0.952,high,10000
6,clinic_006,2000,tier_2,32,HIPAA,8,64,tier2_hospital,0.938,standard,5000
7,research_center_007,5000,tier_3,64,HIPAA,32,256,research_center,0.99,critical,100000
8,mobile_unit_008,500,tier_1,16,HIPAA,1,16,mobile_unit,0.815,standard,1000
9,edge_device_009,50,tier_2,2,GDPR,1,8,edge_device,0.752,critical,500
