node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,HIPAA,8,256,tier1_hospital,0.988,critical,10000
1,clinic_001,5000,tier_2,16,PIPEDA,4,256,tier2_hospital,0.972,standard,20000
2,research_center_002,20000,tier_3,128,GDPR,8,512,research_center,0.984,critical,100000
3,mobile_unit_003,500,tier_1,4,local,2,32,mobile_unit,0.817,standard,5000
4,edge_device_004,500,tier_2,8,GDPR,0,32,edge_device,0.865,critical,1000
5,hospital_005,2000,tier_1,128,HIPAA,8,128,tier1_hospital,0.999,standard,20000
6,clinic_006,2000,tier_2,32,PIPEDA,8,64,tier2_hospital,0.972,high,20000
7,research_center_007,5000,tier_3,128,GDPR,16,1024,research_center,0.984,critical,100000
8,mobile_unit_008,100,tier_1,4,HIPAA,1,32,mobile_unit,0.885,high,5000
9,edge_device_009,50,tier_2,2,GDPR,1,16,edge_device,0.862,standard,1000
