param_summary,round_num,source_node,strategy_name,target_node,timestamp,transfer_type
"{'norm': 3.21802020072937, 'mean': 0.008756428956985474, 'std': 0.1894213706254959}",1,0,,1,1749354918.0069058,parameter_transfer
"{'norm': 3.2232837677001953, 'mean': 0.007976586930453777, 'std': 0.18976625800132751}",1,1,,0,1749354918.0069547,parameter_transfer
"{'norm': 3.2343010902404785, 'mean': 0.0067396098747849464, 'std': 0.19046379625797272}",1,2,,1,1749354918.006973,parameter_transfer
"{'norm': 3.2142114639282227, 'mean': 0.008222714066505432, 'std': 0.18922066688537598}",1,3,,2,1749354918.0069883,parameter_transfer
"{'norm': 3.228372573852539, 'mean': 0.008622325025498867, 'std': 0.19003817439079285}",1,4,,3,1749354918.0070043,parameter_transfer
"{'norm': 3.2207372188568115, 'mean': 0.008426889777183533, 'std': 0.18959657847881317}",1,5,,4,1749354918.0070193,parameter_transfer
"{'norm': 3.217414140701294, 'mean': 0.008474589325487614, 'std': 0.18939843773841858}",1,6,,5,1749354918.0070336,parameter_transfer
"{'norm': 3.1949357986450195, 'mean': 0.00771018210798502, 'std': 0.18810544908046722}",1,7,,6,1749354918.0070472,parameter_transfer
"{'norm': 3.1881799697875977, 'mean': 0.009042599238455296, 'std': 0.18764756619930267}",1,8,,7,1749354918.0070608,parameter_transfer
"{'norm': 3.2195870876312256, 'mean': 0.009284689091145992, 'std': 0.18948866426944733}",1,9,,8,1749354918.0070732,parameter_transfer
,1,1,GossipAvg,0,1749354918.007092,aggregation
,1,0,GossipAvg,1,1749354918.0071054,aggregation
,1,1,GossipAvg,2,1749354918.0071137,aggregation
,1,2,GossipAvg,3,1749354918.0071206,aggregation
,1,3,GossipAvg,4,1749354918.0071266,aggregation
,1,4,GossipAvg,5,1749354918.0071318,aggregation
,1,5,GossipAvg,6,1749354918.0071375,aggregation
,1,6,GossipAvg,7,1749354918.0071435,aggregation
,1,7,GossipAvg,8,1749354918.0071595,aggregation
,1,8,GossipAvg,9,1749354918.0071654,aggregation
"{'norm': 3.2238729000091553, 'mean': 0.008087298832833767, 'std': 0.1897962987422943}",2,0,,1,1749354920.3316348,parameter_transfer
"{'norm': 3.228916645050049, 'mean': 0.009374209679663181, 'std': 0.1900346726179123}",2,1,,0,1749354920.331676,parameter_transfer
"{'norm': 3.2700064182281494, 'mean': 0.009814404882490635, 'std': 0.19243687391281128}",2,2,,1,1749354920.3316941,parameter_transfer
"{'norm': 3.2299816608428955, 'mean': 0.008970340713858604, 'std': 0.1901170015335083}",2,3,,2,1749354920.3317099,parameter_transfer
"{'norm': 3.214383840560913, 'mean': 0.00932899210602045, 'std': 0.18917950987815857}",2,4,,3,1749354920.3317251,parameter_transfer
"{'norm': 3.2114932537078857, 'mean': 0.00867755152285099, 'std': 0.18903999030590057}",2,5,,4,1749354920.3317418,parameter_transfer
"{'norm': 3.2208104133605957, 'mean': 0.0084035973995924, 'std': 0.18960192799568176}",2,6,,5,1749354920.3317597,parameter_transfer
"{'norm': 3.2252769470214844, 'mean': 0.00782404188066721, 'std': 0.18989014625549316}",2,7,,6,1749354920.3317747,parameter_transfer
"{'norm': 3.209197998046875, 'mean': 0.007835368625819683, 'std': 0.18894140422344208}",2,8,,7,1749354920.3317883,parameter_transfer
"{'norm': 3.2074317932128906, 'mean': 0.007141880691051483, 'std': 0.18886475265026093}",2,9,,8,1749354920.3318014,parameter_transfer
,2,1,GossipAvg,0,1749354920.3318172,aggregation
,2,0,GossipAvg,1,1749354920.3318272,aggregation
,2,1,GossipAvg,2,1749354920.3318338,aggregation
,2,2,GossipAvg,3,1749354920.3318405,aggregation
,2,3,GossipAvg,4,1749354920.3318477,aggregation
,2,4,GossipAvg,5,1749354920.3318536,aggregation
,2,5,GossipAvg,6,1749354920.3318594,aggregation
,2,6,GossipAvg,7,1749354920.3318653,aggregation
,2,7,GossipAvg,8,1749354920.3318713,aggregation
,2,8,GossipAvg,9,1749354920.3318863,aggregation
"{'norm': 3.2475695610046387, 'mean': 0.009062932804226875, 'std': 0.19115014374256134}",3,0,,1,1749354922.6120203,parameter_transfer
"{'norm': 3.2129368782043457, 'mean': 0.010007455013692379, 'std': 0.18905945122241974}",3,1,,0,1749354922.6120625,parameter_transfer
"{'norm': 3.232853412628174, 'mean': 0.00797310285270214, 'std': 0.19033078849315643}",3,2,,1,1749354922.6120791,parameter_transfer
"{'norm': 3.2344448566436768, 'mean': 0.009735849685966969, 'std': 0.19034264981746674}",3,3,,2,1749354922.6120949,parameter_transfer
"{'norm': 3.2053744792938232, 'mean': 0.009942534379661083, 'std': 0.18861663341522217}",3,4,,3,1749354922.61211,parameter_transfer
"{'norm': 3.224738836288452, 'mean': 0.008872294798493385, 'std': 0.1898123025894165}",3,5,,4,1749354922.6121237,parameter_transfer
"{'norm': 3.253389358520508, 'mean': 0.008063794113695621, 'std': 0.19153814017772675}",3,6,,5,1749354922.6121361,parameter_transfer
"{'norm': 3.2263526916503906, 'mean': 0.00902381632477045, 'std': 0.18990038335323334}",3,7,,6,1749354922.6121488,parameter_transfer
"{'norm': 3.240610361099243, 'mean': 0.009775565937161446, 'std': 0.19070440530776978}",3,8,,7,1749354922.6121607,parameter_transfer
"{'norm': 3.2313730716705322, 'mean': 0.009353181347250938, 'std': 0.19018062949180603}",3,9,,8,1749354922.6121728,parameter_transfer
,3,1,GossipAvg,0,1749354922.612188,aggregation
,3,0,GossipAvg,1,1749354922.6121986,aggregation
,3,1,GossipAvg,2,1749354922.612205,aggregation
,3,2,GossipAvg,3,1749354922.6122124,aggregation
,3,3,GossipAvg,4,1749354922.612229,aggregation
,3,4,GossipAvg,5,1749354922.6122365,aggregation
,3,5,GossipAvg,6,1749354922.6122425,aggregation
,3,6,GossipAvg,7,1749354922.6122477,aggregation
,3,7,GossipAvg,8,1749354922.6122532,aggregation
,3,8,GossipAvg,9,1749354922.6122582,aggregation
