accuracy,active_nodes,actual_client_rate,actual_data_rate,aggregator_node,avg_bandwidth_mbps,batches_processed,client_sampling_rate,communication_savings_percent,computation_type,current_epoch,data_sampling_rates,epochs_completed,event_type,loss,metrics,network_density,node_id,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_sampled_clients,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,resource_efficiency_score,round_completion_time,round_num,sampled_clients,sampled_clients_count,sampled_data_points,samples_processed,source_nodes,step_name,strategy_name,target_nodes,throughput_samples_per_sec,time_per_client,time_taken,timestamp,topology_type,total_clients,total_clients_involved,total_communication_bytes,total_computation_time,total_cpu_cores,total_data_points,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,,,6110.0,,,,,,,,NetworkStructureEvent,,,0.5,,"{'tier1_hospital': 1, 'tier2_hospital': 1, 'research_center': 1, 'mobile_unit': 1, 'edge_device': 1}",,5,,,,,,5,,,,,,0,,,,,,network_structure,,,,,,1753379589.71764,ring,,,,,316,,5,,46,936,
,,,,,,,,,,,,,InitialStateEvent,,,,,,,5,,,,,,,,,,,,0,,,,,,initial_state,,,,,,1753379589.717837,ring,,,,,,,,,,,
0.1064,,,,,,,,,,,,,EvaluationEvent,2.354566352081299,"{'loss': 2.354566352081299, 'accuracy': 0.1064}",,,,,,,,,,,,,,,,,0,,,,,,evaluation,,,,,,1753379593.5654187,,,,,,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,1,,,,,,local_training,,,,,,1753379593.565631,,,,,,,,,3,,,
,,0.4,,,,,0.4,,,,"{4: 1.0, 0: 1.0}",,SamplingEvent,,,,,,,,,2,,,,,,,,,,1,"[4, 0]",,,,,resource_sampling,,,,,,1753379593.5658195,,5,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,1,,,,0,,resource_computation_time,,,,,15.580358266830444,1753379609.146069,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{0: {'norm': 3.284480571746826, 'mean': -0.0040299859829247, 'std': 0.11166761070489883}}",,,,1,,,,,0,parameter_transfer,,"4,1",,,,1753379609.2358913,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{1: {'norm': 3.2778611183166504, 'mean': -0.004754137247800827, 'std': 0.11141370981931686}}",,,,1,,,,,1,parameter_transfer,,"0,2",,,,1753379609.235965,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{2: {'norm': 3.2778611183166504, 'mean': -0.004754137247800827, 'std': 0.11141370981931686}}",,,,1,,,,,2,parameter_transfer,,"1,3",,,,1753379609.2360208,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,2,,,,"{3: {'norm': 3.2778611183166504, 'mean': -0.004754137247800827, 'std': 0.11141370981931686}}",,,,1,,,,,3,parameter_transfer,,"2,4",,,,1753379609.236053,,,,,,,,,,,,
