timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753379593.5658195,1,5,"[4, 0]",2,0.4,0.4,"{4: 1.0, 0: 1.0}",,,
1753379610.4110007,2,5,"[1, 4]",2,0.4,0.4,"{1: 1.0, 4: 1.0}",,,
1753379626.2880983,3,5,"[0, 1]",2,0.4,0.4,"{0: 1.0, 1: 1.0}",,,
1753379634.1053686,4,5,"[1, 0]",2,0.4,0.4,"{1: 1.0, 0: 1.0}",,,
1753379641.6455863,5,5,"[3, 4]",2,0.4,0.4,"{3: 1.0, 4: 1.0}",,,
1753379658.742496,6,5,"[0, 1]",2,0.4,0.4,"{0: 1.0, 1: 1.0}",,,
1753379666.3852055,7,5,"[0, 2]",2,0.4,0.4,"{0: 1.0, 2: 1.0}",,,
1753379680.3635526,8,5,"[1, 3]",2,0.4,0.4,"{1: 1.0, 3: 1.0}",,,
1753379688.52911,9,5,"[0, 4]",2,0.4,0.4,"{0: 1.0, 4: 1.0}",,,
1753379695.983841,10,5,"[1, 2]",2,0.4,0.4,"{1: 1.0, 2: 1.0}",,,
