round_num,node_0,node_1,node_2,node_3,node_4
1,3.284480571746826,3.2778611183166504,3.2778611183166504,3.2778611183166504,3.7053115367889404
2,3.343642234802246,3.815486192703247,3.280963659286499,3.3543167114257812,4.138934135437012
3,3.9757018089294434,4.329124927520752,3.3782761096954346,3.559131383895874,3.743036985397339
4,4.343214511871338,4.5742411613464355,3.5908403396606445,3.622614622116089,3.7400929927825928
5,4.14021110534668,4.119137287139893,3.7627789974212646,4.463771820068359,4.580256462097168
6,4.626840114593506,4.7559027671813965,4.077853202819824,4.364309787750244,4.371978282928467
7,4.956009864807129,4.4714179039001465,4.713637351989746,4.347014427185059,4.4016499519348145
8,4.569141387939453,5.149726867675781,4.491223335266113,5.015280246734619,4.447088718414307
9,5.109183311462402,4.8017988204956055,4.765533924102783,4.72175931930542,5.13364839553833
10,4.9687676429748535,5.365712642669678,5.217101097106934,4.863210201263428,4.973548889160156
