accuracy,active_nodes,actual_client_rate,actual_data_rate,aggregator_node,avg_bandwidth_mbps,batches_processed,client_sampling_rate,communication_savings_percent,computation_type,current_epoch,data_sampling_rates,epochs_completed,event_type,loss,metrics,network_density,node_id,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_sampled_clients,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,resource_efficiency_score,round_completion_time,round_num,sampled_clients,sampled_clients_count,sampled_data_points,samples_processed,source_nodes,step_name,strategy_name,target_nodes,throughput_samples_per_sec,time_per_client,time_taken,timestamp,topology_type,total_clients,total_clients_involved,total_communication_bytes,total_computation_time,total_cpu_cores,total_data_points,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,,,2910.0,,,,,,,,NetworkStructureEvent,,,1.0,,"{'tier1_hospital': 1, 'tier2_hospital': 1, 'research_center': 1, 'mobile_unit': 1, 'edge_device': 1}",,5,,,,,,5,,,,,,0,,,,,,network_structure,,,,,,1753363158.1887004,complete,,,,,262,,10,,22,560,
,,,,,,,,,,,,,InitialStateEvent,,,,,,,5,,,,,,,,,,,,0,,,,,,initial_state,,,,,,1753363158.1888967,complete,,,,,,,,,,,
0.1269,,,,,,,,,,,,,EvaluationEvent,2.35068903427124,"{'loss': 2.35068903427124, 'accuracy': 0.1269}",,,,,,,,,,,,,,,,,0,,,,,,evaluation,,,,,,1753363160.7003126,,,,,,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,1,,,,,,local_training,,,,,,1753363160.7005217,,,,,,,,,3,,,
,,0.8,,,,,0.8,,,,"{2: 1.0, 3: 1.0, 0: 1.0, 1: 1.0}",,SamplingEvent,,,,,,,,,4,,,,,,,,,,1,"[2, 3, 0, 1]",,,,,resource_sampling,,,,,,1753363160.7007031,,5,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,1,,,,0,,resource_computation_time,,,,,12.316043853759766,1753363173.0166411,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{0: {'norm': 5.572481632232666, 'mean': 0.037362709641456604, 'std': 0.3262290358543396}}",,,,1,,,,,0,parameter_transfer,,"1,2,3,4",,,,1753363173.0952568,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{1: {'norm': 5.439348220825195, 'mean': 0.013035517185926437, 'std': 0.3202514946460724}}",,,,1,,,,,1,parameter_transfer,,"0,2,3,4",,,,1753363173.09534,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{2: {'norm': 4.9857401847839355, 'mean': 0.030658535659313202, 'std': 0.29218345880508423}}",,,,1,,,,,2,parameter_transfer,,"0,1,3,4",,,,1753363173.0953934,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{3: {'norm': 5.448813438415527, 'mean': 0.05273515731096268, 'std': 0.31671401858329773}}",,,,1,,,,,3,parameter_transfer,,"0,1,2,4",,,,1753363173.095433,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{4: {'norm': 3.1653473377227783, 'mean': 0.003030243096873164, 'std': 0.18649525940418243}}",,,,1,,,,,4,parameter_transfer,,"0,1,2,3",,,,1753363173.0954683,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"0,1,2,3,4",,,1,,,,,,aggregation,GossipAvg,,,,,1753363173.0955122,,,,,,,,,,,,
,,,,1,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"1,0,2,3,4",,,1,,,,,,aggregation,GossipAvg,,,,,1753363173.0955377,,,,,,,,,,,,
,,,,2,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"2,0,1,3,4",,,1,,,,,,aggregation,GossipAvg,,,,,1753363173.0955548,,,,,,,,,,,,
,,,,3,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"3,0,1,2,4",,,1,,,,,,aggregation,GossipAvg,,,,,1753363173.0955691,,,,,,,,,,,,
,,,,4,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"4,0,1,2,3",,,1,,,,,,aggregation,GossipAvg,,,,,1753363173.0956345,,,,,,,,,,,,
,,,,,,,,,,,,,ModelUpdateEvent,,,,,,,,,,,,5,,67.87213591361021,,,,,1,,,,,,model_update,,,,,,1753363173.4213786,,,,,,,,,,,,"0,1,2,3,4"
0.7556,,,,,,,,,,,,,EvaluationEvent,0.9292092540740967,"{'loss': 0.9292092540740967, 'accuracy': 0.7556}",,,,,,,,,,,,,,,,,1,,,,,,evaluation,,,,,,1753363173.9736423,,,,,,,,,,,,
,,,,,,,,19.999999999999996,,,,,ResourceSummaryEvent,,,,,,,,,,,,,,,,,0.0569266463939716,13.273221731185913,1,,4,,,,resource_resource_summary,,,,3.3183054327964783,,1753363173.9737074,,,5,33767200,0,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,2,,,,,,local_training,,,,,,1753363173.9760113,,,,,,,,,3,,,
,,0.8,,,,,0.8,,,,"{2: 1.0, 1: 1.0, 0: 1.0, 3: 1.0}",,SamplingEvent,,,,,,,,,4,,,,,,,,,,2,"[2, 1, 0, 3]",,,,,resource_sampling,,,,,,1753363173.9762058,,5,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,2,,,,0,,resource_computation_time,,,,,6.260149717330933,1753363180.2362185,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{0: {'norm': 6.266012668609619, 'mean': -0.0010489647975191474, 'std': 0.3692268431186676}}",,,,2,,,,,0,parameter_transfer,,"1,2,3,4",,,,1753363180.2967994,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{1: {'norm': 5.821019172668457, 'mean': -0.010208911262452602, 'std': 0.3428548574447632}}",,,,2,,,,,1,parameter_transfer,,"0,2,3,4",,,,1753363180.2968714,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{2: {'norm': 5.419718265533447, 'mean': 0.010762058198451996, 'std': 0.31917861104011536}}",,,,2,,,,,2,parameter_transfer,,"0,1,3,4",,,,1753363180.296912,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{3: {'norm': 5.687110424041748, 'mean': 0.0310438871383667, 'std': 0.33367520570755005}}",,,,2,,,,,3,parameter_transfer,,"0,1,2,4",,,,1753363180.2969575,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,1,4,,,,"{4: {'norm': 4.143256664276123, 'mean': 0.025200428441166878, 'std': 0.24283967912197113}}",,,,2,,,,,4,parameter_transfer,,"0,1,2,3",,,,1753363180.296992,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"0,1,2,3,4",,,2,,,,,,aggregation,GossipAvg,,,,,1753363180.29703,,,,,,,,,,,,
,,,,1,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"1,0,2,3,4",,,2,,,,,,aggregation,GossipAvg,,,,,1753363180.2970517,,,,,,,,,,,,
,,,,2,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"2,0,1,3,4",,,2,,,,,,aggregation,GossipAvg,,,,,1753363180.2970693,,,,,,,,,,,,
,,,,3,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"3,0,1,2,4",,,2,,,,,,aggregation,GossipAvg,,,,,1753363180.29709,,,,,,,,,,,,
,,,,4,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"4,0,1,2,3",,,2,,,,,,aggregation,GossipAvg,,,,,1753363180.2971487,,,,,,,,,,,,
,,,,,,,,,,,,,ModelUpdateEvent,,,,,,,,,,,,5,,60.55411748908559,,,,,2,,,,,,model_update,,,,,,1753363180.6050038,,,,,,,,,,,,"0,1,2,3,4"
0.8673,,,,,,,,,,,,,EvaluationEvent,0.5235568301424384,"{'loss': 0.5235568301424384, 'accuracy': 0.8673}",,,,,,,,,,,,,,,,,2,,,,,,evaluation,,,,,,1753363181.1389728,,,,,,,,,,,,
,,,,,,,,19.999999999999996,,,,,ResourceSummaryEvent,,,,,,,,,,,,,,,,,0.12107921304566228,7.163079261779785,2,,4,,,,resource_resource_summary,,,,1.7907698154449463,,1753363181.1390402,,,5,33767200,0,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,3,,,,,,local_training,,,,,,1753363181.1415987,,,,,,,,,3,,,
