node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,HIPAA,4,512,tier1_hospital,0.989,high,20000
1,clinic_001,1000,tier_2,16,local,2,64,tier2_hospital,0.941,standard,5000
2,research_center_002,20000,tier_3,128,local,8,256,research_center,0.992,critical,20000
3,mobile_unit_003,1000,tier_1,8,HIPAA,1,64,mobile_unit,0.806,critical,1000
4,edge_device_004,50,tier_2,4,PIPEDA,0,8,edge_device,0.88,high,500
5,hospital_005,2000,tier_1,32,HIPAA,4,256,tier1_hospital,1.0,high,10000
6,clinic_006,2000,tier_2,32,PIPEDA,4,64,tier2_hospital,0.952,high,20000
7,research_center_007,10000,tier_3,128,PIPEDA,8,512,research_center,0.992,critical,20000
8,mobile_unit_008,500,tier_1,8,HIPAA,1,16,mobile_unit,0.899,critical,1000
9,edge_device_009,100,tier_2,4,HIPAA,1,32,edge_device,0.864,standard,2000
10,hospital_010,5000,tier_1,32,PIPEDA,16,128,tier1_hospital,0.978,critical,20000
11,clinic_011,1000,tier_2,64,local,4,128,tier2_hospital,0.958,high,20000
12,research_center_012,20000,tier_3,256,PIPEDA,16,512,research_center,0.997,high,20000
13,mobile_unit_013,100,tier_1,4,PIPEDA,1,16,mobile_unit,0.808,standard,5000
14,edge_device_014,50,tier_2,2,GDPR,1,16,edge_device,0.772,critical,500
