node_id,latitude,longitude
0,44.069968,-92.497911
1,39.325359,-76.570233
2,37.464995,-122.19208
3,42.379572,-71.081646
4,34.093631,-118.214601
5,51.476055,-0.131709
6,48.845523,2.3179
7,35.650122,139.66756
8,1.38984,103.834646
9,-33.915196,151.233034
10,44.053211,-92.433132
11,39.33029,-76.576146
12,37.419225,-122.101759
13,42.387049,-71.103468
14,34.01874,-118.194505
15,51.480681,-0.106625
16,48.841681,2.355821
17,35.693385,139.622629
18,1.335931,103.770639
19,-33.863778,151.194101
