node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,PIPEDA,8,512,tier1_hospital,0.98,critical,50000
1,clinic_001,1000,tier_2,64,PIPEDA,2,128,tier2_hospital,0.97,critical,20000
2,research_center_002,20000,tier_3,256,local,32,256,research_center,0.982,critical,50000
3,mobile_unit_003,500,tier_1,16,local,2,64,mobile_unit,0.792,standard,1000
4,edge_device_004,50,tier_2,4,local,1,8,edge_device,0.882,high,500
5,hospital_005,5000,tier_1,32,HIPAA,16,256,tier1_hospital,0.974,high,10000
6,clinic_006,2000,tier_2,64,PIPEDA,2,256,tier2_hospital,0.979,high,10000
7,research_center_007,10000,tier_3,128,GDPR,8,1024,research_center,0.987,high,20000
8,mobile_unit_008,500,tier_1,16,GDPR,2,32,mobile_unit,0.817,standard,1000
9,edge_device_009,500,tier_2,4,local,0,16,edge_device,0.821,high,500
