node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,PIPEDA,4,128,tier1_hospital,0.962,high,50000
1,clinic_001,5000,tier_2,32,local,4,256,tier2_hospital,0.923,standard,20000
2,research_center_002,10000,tier_3,64,local,16,512,research_center,0.988,high,100000
3,mobile_unit_003,100,tier_1,8,HIPAA,2,64,mobile_unit,0.886,high,1000
4,edge_device_004,500,tier_2,8,GDPR,1,8,edge_device,0.755,high,1000
5,hospital_005,2000,tier_1,64,GDPR,16,128,tier1_hospital,0.988,standard,20000
6,clinic_006,1000,tier_2,32,GDPR,8,128,tier2_hospital,0.942,standard,10000
7,research_center_007,10000,tier_3,256,local,32,256,research_center,0.989,standard,20000
8,mobile_unit_008,1000,tier_1,16,local,1,32,mobile_unit,0.828,standard,5000
9,edge_device_009,100,tier_2,2,HIPAA,1,16,edge_device,0.747,critical,1000
10,hospital_010,2000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.98,critical,20000
11,clinic_011,1000,tier_2,32,local,2,256,tier2_hospital,0.975,critical,20000
12,research_center_012,5000,tier_3,64,HIPAA,16,512,research_center,0.991,high,100000
13,mobile_unit_013,100,tier_1,16,PIPEDA,1,64,mobile_unit,0.772,high,5000
14,edge_device_014,500,tier_2,2,PIPEDA,1,16,edge_device,0.709,standard,1000
