node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,HIPAA,4,512,tier1_hospital,0.978,standard,10000
1,clinic_001,1000,tier_2,64,PIPEDA,2,64,tier2_hospital,0.934,critical,20000
2,research_center_002,5000,tier_3,64,HIPAA,8,1024,research_center,0.981,standard,20000
3,mobile_unit_003,100,tier_1,4,local,1,32,mobile_unit,0.891,high,2000
4,edge_device_004,50,tier_2,2,local,0,32,edge_device,0.851,high,500
5,hospital_005,5000,tier_1,64,HIPAA,8,256,tier1_hospital,0.955,high,20000
6,clinic_006,1000,tier_2,32,local,4,256,tier2_hospital,0.951,standard,10000
7,research_center_007,5000,tier_3,256,HIPAA,8,1024,research_center,0.988,standard,100000
8,mobile_unit_008,1000,tier_1,16,HIPAA,1,16,mobile_unit,0.823,high,5000
9,edge_device_009,50,tier_2,4,local,1,16,edge_device,0.874,critical,1000
