node_id,latitude,longitude
0,44.034348,-92.503039
1,39.264062,-76.59559
2,37.444922,-122.142452
3,42.316533,-71.011629
4,34.082503,-118.217036
5,51.493669,-0.120303
6,48.873709,2.372064
7,35.638226,139.633275
8,1.313888,103.845962
9,-33.915578,151.190144
10,44.058354,-92.518067
11,39.276981,-76.59549
12,37.465955,-122.17375
13,42.368974,-71.065792
14,34.083886,-118.279275
15,51.462413,-0.143102
16,48.876453,2.307246
17,35.664797,139.638618
18,1.333222,103.795946
19,-33.826999,151.193916
