edge,weight
0-1,407.31
0-2,2363.69
0-3,510.93
0-4,2263.68
0-5,1034.77
0-6,85.6
0-7,1078.62
0-8,5579.24
0-9,5265.71
1-2,5399.57
1-3,1077.79
1-4,5922.85
1-5,2326.18
1-6,1178.38
1-7,472.54
1-8,4532.0
1-9,4911.0
2-3,1915.8
2-4,1051.41
2-5,533.16
2-6,941.13
2-7,2062.85
2-8,991.86
2-9,2019.66
3-4,110.73
3-5,1664.06
3-6,487.06
3-7,4303.51
3-8,1996.9
3-9,1869.57
4-5,4248.39
4-6,414.27
4-7,1820.92
4-8,5129.0
4-9,836.69
5-6,1106.3
5-7,1181.73
5-8,2313.74
5-9,1973.99
6-7,1727.83
6-8,1732.59
6-9,93.18
7-8,1112.66
7-9,2345.35
8-9,95.15
