activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749443054.916721,1
aggregation,,False,,,1,GossipAvg,1749443067.3758857,
aggregation,,False,,,1,GossipAvg,1749443067.3759058,
aggregation,,False,,,1,GossipAvg,1749443067.3759181,
aggregation,,False,,,1,GossipAvg,1749443067.3759298,
aggregation,,False,,,1,GossipAvg,1749443067.3759456,
aggregation,,False,,,1,GossipAvg,1749443067.375956,
aggregation,,False,,,1,GossipAvg,1749443067.3759673,
aggregation,,True,,,1,GossipAvg,1749443067.375978,
aggregation,,False,,,1,GossipAvg,1749443067.3759894,
aggregation,,False,,,1,GossipAvg,1749443067.3760028,
model_update,,,,2.8459651552765037,1,,1749443068.1709006,
local_training,,,{},,2,,1749443068.500634,1
aggregation,,False,,,2,GossipAvg,1749443080.1013436,
aggregation,,False,,,2,GossipAvg,1749443080.1013603,
aggregation,,False,,,2,GossipAvg,1749443080.1013727,
aggregation,,False,,,2,GossipAvg,1749443080.1013834,
aggregation,,False,,,2,GossipAvg,1749443080.1014593,
aggregation,,False,,,2,GossipAvg,1749443080.1014721,
aggregation,,False,,,2,GossipAvg,1749443080.101483,
aggregation,,True,,,2,GossipAvg,1749443080.1014938,
aggregation,,False,,,2,GossipAvg,1749443080.1015172,
aggregation,,False,,,2,GossipAvg,1749443080.101529,
model_update,,,,2.898849863668498,2,,1749443080.8938293,
local_training,,,{},,3,,1749443081.2170446,1
aggregation,,False,,,3,GossipAvg,1749443092.4675307,
aggregation,,False,,,3,GossipAvg,1749443092.4675488,
aggregation,,False,,,3,GossipAvg,1749443092.4675612,
aggregation,,False,,,3,GossipAvg,1749443092.467572,
aggregation,,False,,,3,GossipAvg,1749443092.4675834,
aggregation,,False,,,3,GossipAvg,1749443092.4676578,
aggregation,,False,,,3,GossipAvg,1749443092.4676704,
aggregation,,True,,,3,GossipAvg,1749443092.467682,
aggregation,,False,,,3,GossipAvg,1749443092.467695,
aggregation,,False,,,3,GossipAvg,1749443092.4677052,
model_update,,,,2.9338495375378377,3,,1749443093.2774136,
